,DalScience,DalLibraries,Dal_Alumni,DalGazette
983,"{'date': '09/11/2017, 20:00:00', 'full_text': 'Today is the @DalSciSociety Fall AGM from 7-9pm on the 2nd floor (Chambers Council Room) of the @DalStudentUnion https://t.co/ZkSAhD5RRX https://t.co/NIZXlcSeA5'}","{'date': '07/16/2018, 10:48:16', 'full_text': 'https://t.co/yUw0fzerXl'}","{'date': '08/27/2018, 18:35:12', 'full_text': ""We're just a month away from #DalhousieU homecoming 2018. In addition to reconnecting with your faculty at events, there’s something for everyone from fun runs, a to cocktail cruise, Football games, and a carnival! Visit the alumni website for more info: https://t.co/CrJOa1vOUa https://t.co/SVIRzjrGFJ""}","{'date': '07/02/2019, 19:50:00', 'full_text': 'Yo! Editors are currently looking for writers for the first issue of the school year. Want to write but don’t have a pitch? That’s ok! Email editor@dalgazette.com with your section of preference and we can probably assign something 🗞 https://t.co/ezsvyBNWZp'}"
984,"{'date': '09/11/2017, 13:00:01', 'full_text': 'Fascinated with the human brain? Dr. Michael Posner presents:Can we rewire the human brain? On Oct 2,  3:30pm, McNamara Rm, LSRI #DalScience https://t.co/rjn4P4ZLdT'}","{'date': '07/10/2018, 15:55:09', 'full_text': 'Did you know @DalLibraries offers online subject guides? Visit the Dal Libraries website for a list of guides. #DalTuesdayTip https://t.co/9QJCvIAbTm https://t.co/UNKJ6mmwnC'}","{'date': '08/27/2018, 12:41:36', 'full_text': 'RT @Dalnews: #OnThisDay in 1952, someone snapped these pictures of some #DalhousieU library staff. #Dal200 #DalArchives (🏷: @DalLibraries)…'}","{'date': '07/02/2019, 12:34:34', 'full_text': 'RT @teribalser: As of today, this is my office spot for the next six months. Incredibly honoured to be serving @DalhousieU in this role. ht…'}"
985,"{'date': '09/08/2017, 19:00:04', 'full_text': ""Just a reminder that the @DalSciSociety's Fall AGM is on Sep 11, 7-9pm, 2nd floor of the @DalStudentUnion https://t.co/ZkSAhD5RRX https://t.co/sasSP24qXg""}","{'date': '07/09/2018, 11:35:04', 'full_text': ""Representatives from @tophat, Dal's recommended SRS are on campus today, tomorrow and Wed. This is a chance for faculty and instructors to speak with the experts! https://t.co/JVP1xAuu5m""}","{'date': '08/27/2018, 12:11:18', 'full_text': ""One month from today we'll be in Truro to celebrate #Dal200 and the opening of the new student learning commons. Register today to sercure your spot at this Coast to Coast event you won't want to miss! https://t.co/ww4fHTXgDE @dalagriculture https://t.co/j7U5DW2osp""}","{'date': '07/01/2019, 03:35:55', 'full_text': 'RT @nytimes: A high school senior in Massachusetts published a 3,000-word exposé in the school newspaper that shocked the community. He unc…'}"
986,"{'date': '09/08/2017, 14:10:06', 'full_text': 'RT @SustOceans: Today is #WorldCleanupDay! Marine pollution is a major issue for our ocean ecosystems. Join us Sept 22/23rd to learn more a…'}","{'date': '07/08/2018, 22:55:44', 'full_text': ""RT @Dalnews: #OnThisDay in 1922, Dalhousie, King's, Acadia, and Mount Allison met to discuss a confederation of maritime universities #Dal2…""}","{'date': '08/27/2018, 11:56:48', 'full_text': 'RT @DalScience: Thank you to the 170+ alumni &amp; friends who came out for @DalhousieChem Day on August 8th. Highlights include liquid nitroge…'}","{'date': '06/30/2019, 20:16:20', 'full_text': 'RT @mattgergyek: UPDATE: We’ll be back online in the next few days with all our content up to last week thanks to our backup system. Thanks…'}"
987,"{'date': '09/08/2017, 14:06:20', 'full_text': 'RT @DalSciSociety: Looking to get involved in the DSS? Here’s your chance! We need a First Year Rep, a DISP rep, and an... https://t.co/CdD…'}","{'date': '07/06/2018, 15:41:30', 'full_text': 'https://t.co/8PU3ZV5MZo'}","{'date': '08/23/2018, 17:35:44', 'full_text': 'RT @DalTigers: @Dal_Alumni is hosting hole #9 with our women’s volleyball players.  #DalGolfClassic https://t.co/1Eb5PI101v'}","{'date': '06/30/2019, 17:51:25', 'full_text': 'RT @The_Fulcrum: More info on the hacking of our website and plans going forward: https://t.co/CWhrEdCPmV'}"
988,"{'date': '09/07/2017, 14:00:04', 'full_text': ""Want to learn about Canada's future of data analysis? Presented by David Bellhouse on Sep 12, 7pm in Tupper Theatre B. #DalMathStats https://t.co/egVmwB9CPf""}","{'date': '07/06/2018, 15:20:06', 'full_text': 'We love our new outdoor sign on the MacRae Library! @dalagriculture @memacinnis @Limpetman https://t.co/N3jyss5FU9'}","{'date': '08/23/2018, 13:20:10', 'full_text': ""This week's Dalhousie Original Peter Busby Waite was the person for the job when, in 1986, the current Dal President felt it was time the university had its history properly documented. Read more about him here: https://t.co/OP9NHjGK6p https://t.co/CvoAEAcUh8""}","{'date': '06/29/2019, 17:54:15', 'full_text': ""RT @softsarda: why is the usa 2020 election like already in full swing there's a federal election in canada in october and i don't even kno…""}"
989,"{'date': '09/06/2017, 23:31:54', 'full_text': 'A special day for Dean Chris Moore as he welcomes first year students including his daughter to @DalScience. #Dalbound https://t.co/nwihykOiFg'}","{'date': '07/06/2018, 15:15:06', 'full_text': ""An important acknowledgement approved by Dal's Board. We are all Treaty people. https://t.co/hLkuHN3dTq""}","{'date': '08/23/2018, 12:51:38', 'full_text': 'RT @DalTigers: Today’s the day! It’s the 21st annual #DalGolfClassic, presented by CIBCWoodGundy! Here’s what our guests receive when they…'}","{'date': '06/26/2019, 12:32:32', 'full_text': ""Dal's provost and vice-president academic, Teri Balser, to take over as interim president https://t.co/QragcPxqJP""}"
990,"{'date': '09/06/2017, 18:16:16', 'full_text': 'Our first year Science students are loving their new sport bags! #DalBound #DalScience https://t.co/cJGQnpvznM'}","{'date': '07/06/2018, 14:40:05', 'full_text': 'Last week, Dalhousie recognized staff and faculty for reaching service milestones. Among those being honoured were five staff members from the Dal Libraries. https://t.co/KpVJrIVq3d https://t.co/XaeyUGHu3E'}","{'date': '08/22/2018, 17:42:55', 'full_text': ': A big shout out to @NordoftheNorth, @HenryWhitfield and @CaseyMAJones  for your generosity! Thank you for securing 2 new helmets and our athletes’ safety! #SafetyFirst #Football #DalhousieU #DalTigers https://t.co/kkgY1yKXZv https://t.co/9UKmrdLecv'}","{'date': '06/24/2019, 23:10:31', 'full_text': 'Interim president Peter MacKinnon’s term was originally expected to end on June 30 — in less than a week. Incoming president Deep Saini isn’t starting until January. Spokesperson Brian Leadbetter says they don’t have an update on interim leadership for that six-month period. https://t.co/GNGTAWWSgG'}"
991,"{'date': '09/06/2017, 18:14:48', 'full_text': ""@DalScience's Dean Chris Moore welcomes our first year students at our 2017 Welcome and Orientation Party! #Dalbound #dalscience https://t.co/cGYgEvYnht""}","{'date': '07/06/2018, 13:20:05', 'full_text': 'Faculty &amp; instructors: Last week, we announced that @tophat has been selected as the recommended student response system (SRS) for Dalhousie. Next week, associates from Top Hat will be at Dal to answer your questions. @SchulichLaw \n@DalManagement https://t.co/q674SWk0pg'}","{'date': '08/22/2018, 15:47:13', 'full_text': 'RT @JasonSimms3: He is a little too big to pick up now, but like me (21 years ago) he is heading off to Dalhousie University. Good luck Nat…'}","{'date': '06/24/2019, 21:51:41', 'full_text': 'Statement from the DSU below https://t.co/xo2DdcyKMl'}"
992,"{'date': '09/06/2017, 17:06:00', 'full_text': 'New to Dal Science? Come to our first-year orientation &amp; welcome party after class on Wed. for pizza, prizes &amp; more: https://t.co/NVWfyWcLfH https://t.co/qLEc78x4As'}","{'date': '07/06/2018, 13:20:05', 'full_text': 'Faculty &amp; instructors: Last week, we announced that @tophat has been selected as the recommended student response system (SRS) for Dalhousie. Next week, associates from Top Hat will be at Dal to answer your questions. @DalMedSchool @DalScience https://t.co/q674SWk0pg'}","{'date': '08/21/2018, 12:50:16', 'full_text': 'Your alumni benefits include preferred insurance rates with affinity program partner @TD_Insurance. Get a quote now. #ad ► https://t.co/HLtDthsJ5k https://t.co/HeSzNDNADm'}","{'date': '06/24/2019, 12:57:31', 'full_text': 'RT @DalhousieU: Can’t attend Impact: Updates from our 2014-2019 Strategic Direction in person today? Submit your questions via email (presi…'}"
993,"{'date': '09/06/2017, 17:00:01', 'full_text': ""Don't miss the Faculty of Science's Orientation Party today at 3pm in the Wallace McCain Learning Commons. Free pizza and prizes! #DalBound https://t.co/nTr38oD24B""}","{'date': '07/06/2018, 13:15:05', 'full_text': 'Faculty &amp; instructors: Last week, we announced that @tophat has been selected as the recommended student response system (SRS) for Dalhousie. Next week, associates from Top Hat will be at Dal to answer your questions. @DalEngineering @DalGradStudies https://t.co/q674SWk0pg'}","{'date': '08/21/2018, 10:53:41', 'full_text': 'RT @DalhousieILI: @theTrendyTechie @dalfcs Thank you @theTrendyTechie! This is a tremendous offer from an @Dal_Alumni to all prospective or…'}","{'date': '06/23/2019, 16:21:48', 'full_text': 'If any Grawood staff would be willing to speak to the Gazette on-record about this, please contact admin@dalgazette.com https://t.co/1S7zTp8nkq'}"
994,"{'date': '09/06/2017, 14:59:00', 'full_text': 'First-years! Grab a free slice of pizza after classes today &amp; learn about your Faculty. Details: https://t.co/NVWfyVV9R7 #DalBound https://t.co/RPGSdkVqUn'}","{'date': '07/06/2018, 13:15:05', 'full_text': 'Faculty &amp; instructors: Last week, we announced that @tophat  has been selected as the recommended student response system (SRS) for Dalhousie. Next week, associates from Top Hat will be at Dal to answer your questions. @DAL_FASS \n@DalDentistry @DalHealth https://t.co/q674SWk0pg'}","{'date': '08/17/2018, 17:05:17', 'full_text': 'The Dalhousie Tigers Football team are currently on year 8 of their helmets that have a 10-year lifespan! Support Dalhousie Football now and help our athletes continue to play through 2030!  https://t.co/yUqOCWxvEA \n#DalTigers  #SafetyFirst #Football #DalhousieU https://t.co/GXMbBCvQ5q'}","{'date': '06/20/2019, 13:12:27', 'full_text': 'RT @TheSMUJournal: The Journal is still collecting responses from students! Please share your thoughts on a student ran SMU newspaper by fi…'}"
995,"{'date': '09/06/2017, 11:58:00', 'full_text': 'Meet Dr. Rob Noble, Instructor in Math &amp; Stats. He enjoys sharing his love for the subject https://t.co/NVWfyWcLfH #DalBound https://t.co/JgfvTQdU33'}","{'date': '07/06/2018, 13:03:16', 'full_text': 'Faculty &amp; instructors: Last week, we announced that @tophat has been selected as the recommended student response system (SRS) for Dalhousie. Next week, associates from Top Hat will be at Dal to answer your questions. @dalagriculture @DalArchPlan @dalfcs  https://t.co/q674SWk0pg'}","{'date': '08/17/2018, 15:30:52', 'full_text': 'It’s fun to look back on the fun had and Homecoming 2017 to get us even more excited for homecoming 2018! This September 27-30 check out the many activities take part in as we welcome #DalAlumni back to campus. https://t.co/GdCpFYkrWz https://t.co/1szLb31EcZ'}","{'date': '06/20/2019, 13:11:12', 'full_text': 'RT @DalLibraries: Can’t attend Impact: Updates from our 2014-2019 Strategic Direction in person? Submit your questions via email (president…'}"
996,"{'date': '09/06/2017, 11:24:00', 'full_text': 'Starting your first year of a Dal Science program? Meet some faces you’ll get to know well this year: https://t.co/NVWfyWcLfH #DalBound https://t.co/slQJIdA6oF'}","{'date': '07/06/2018, 11:55:04', 'full_text': ""Today's Google tribute to Viola Demond. https://t.co/MY7f4Icm8a""}","{'date': '08/16/2018, 18:11:59', 'full_text': 'RT @DalFootballClub: Thank you to former captain and 5-year player @JordanStirling, and former Team President @HenryWhitfield for donating…'}","{'date': '06/20/2019, 10:41:55', 'full_text': 'RT @HalifaxToday: Dal building receives first Rick Hansen Accessibility certification in Eastern Canada https://t.co/7tkgVRM9Ru https://t.c…'}"
997,"{'date': '09/06/2017, 00:00:02', 'full_text': 'Meet Dr. Angela Crane, Instructor in Chemistry and self-proclaimed TV-a-holic. Ask her about Pokemon Go: https://t.co/NVWfyWcLfH #DalBound https://t.co/4PgOTSpVg6'}","{'date': '07/05/2018, 15:15:05', 'full_text': '""Education spending on copyright materials has increased"" @mgeist discusses Canadian Copyright, Fair Dealing, and Education in his WIPO presentation and four-part blog series found here: https://t.co/MarpdYTIT2 #dalcopyright #fairdealing #copyright #fairdealingworks'}","{'date': '08/16/2018, 13:10:11', 'full_text': ""This week's Dalhousie original Dr. Jemima MacKenzie (MD 1904, LLD 1940) was a medical missionary, beginning a decades-long journey across India, during which she treated more than 20,000 patients, and adopted 44 children! https://t.co/grLbRTh1S8 #Dal200 #DalOriginals https://t.co/bJfKzNlIZb""}","{'date': '06/14/2019, 18:54:08', 'full_text': ""RT @mtlgazette: 'Humiliating': Black uOttawa student cuffed in campus carding incident https://t.co/WRS8z4aNse https://t.co/gbyVzBB0PN""}"
998,"{'date': '09/05/2017, 21:47:00', 'full_text': 'Heading into your first year of a Dal Science program? Meet some faces you’ll get to know well this year: https://t.co/NVWfyWcLfH #DalBound https://t.co/lvmpJJy8o8'}","{'date': '07/05/2018, 14:57:38', 'full_text': 'https://t.co/fbuCDITdiO'}","{'date': '08/16/2018, 11:29:15', 'full_text': 'RT @sblairreid: How beautiful! Check this out @Dal_Alumni https://t.co/L43bmEwyAy'}","{'date': '06/14/2019, 18:50:12', 'full_text': '👀 https://t.co/l9uIa0M2yI'}"
999,"{'date': '09/05/2017, 21:05:50', 'full_text': 'RT @DalPres: Great to welcome our newest @DalMarAffairs / @SustOceans students to Dalhousie! https://t.co/aHI5EP6WL8'}","{'date': '07/04/2018, 16:08:37', 'full_text': 'https://t.co/efjgAHyJH4'}","{'date': '08/15/2018, 18:20:13', 'full_text': 'Have you ever wanted to sail aboard the Tall Ship Silva? Dalhousie’s Homecoming 2018 is your chance! On Sept 29 we are offering a 20% discount for the cocktail cruise for all #DalAlumni.\nClick here for more details: https://t.co/WoFEhX41PB https://t.co/vOTHkfDcnq'}","{'date': '06/14/2019, 14:49:21', 'full_text': 'RT @dalagriculture: Our Apple Biodiversity Collection - the United Nations of Apples - is helping to develop a frost-resistant apple variet…'}"
1000,"{'date': '09/05/2017, 17:08:22', 'full_text': 'RT @DalMarAffairs: MMM students begin their #marinemanagement careers at Working Together Effectively workshop @DalScience https://t.co/OMi…'}","{'date': '07/04/2018, 15:16:39', 'full_text': 'https://t.co/5JggvcETUu'}","{'date': '08/15/2018, 17:05:14', 'full_text': 'RT @FSPAdirector: Wonderful to see @FSPADal @Dal_Alumni reuniting with Susan Stackhouse, professor of Acting! These talented actors will be…'}","{'date': '06/14/2019, 00:33:44', 'full_text': '@halifaxnoise 🐦'}"
1001,"{'date': '09/05/2017, 14:59:01', 'full_text': 'New to Dal Science? Come to our first-year orientation &amp; welcome party after class on Wed. for pizza, prizes &amp; more: https://t.co/NVWfyWcLfH https://t.co/oWfjxRMfGo'}","{'date': '07/03/2018, 16:01:14', 'full_text': 'https://t.co/3VdqFMI9Z0'}","{'date': '08/15/2018, 16:03:02', 'full_text': 'RT @Dalnews: #DalhousieU is proud to recognize and celebrate the culture of our Acadian students, staff, faculty and alumni on #NationalAca…'}","{'date': '06/13/2019, 14:27:35', 'full_text': '@halifaxnoise I’ve never seen a pigeon visit but I have heard many tales'}"
1002,"{'date': '09/05/2017, 11:00:03', 'full_text': 'Good luck with your first day of classes, everyone! #DalBound https://t.co/gNJzrhNJL2'}","{'date': '07/03/2018, 11:48:25', 'full_text': 'https://t.co/jd7bWXpCUY'}","{'date': '08/15/2018, 15:56:51', 'full_text': 'RT @DalhousieILI: Great NSBI interview with Robert Tracey (@Dal_Alumni - Computer Science) who started w/Ubisoft (video game developer &amp; pu…'}","{'date': '06/13/2019, 12:58:23', 'full_text': 'They will (allegedly) fly in your res window if you don’t have a screen, though. I’ve been told some have learned this the hard way. Never confirmed it myself, however...'}"
1003,"{'date': '09/05/2017, 02:43:00', 'full_text': 'Join us for a slice at the first-year Dal Science student orientation after class on Wed. Sept 6: https://t.co/NVWfyVV9R7 https://t.co/GFtn6eKhZ2'}","{'date': '06/29/2018, 11:02:35', 'full_text': '@MarkMcDayter Thanks for your comments. There are strengths &amp; weaknesses for each of the citation managers. Your input helps us as we evaluate our resources (including RefWorks).'}","{'date': '08/15/2018, 12:10:08', 'full_text': ""RT @DalLibraries: RT @dalnews: .@SenSincmurr's #Dal200 Belong Forum, taking place on Sept. 5 at @DalArtsCentre, is filling up quickly! Rese…""}","{'date': '06/13/2019, 12:56:33', 'full_text': 'At least Dal/King’s pigeons are docile, I guess? https://t.co/QhlHh2laRD'}"
