,DalStudentLife,DalMCS,DalhousieChem,DalGradStudies,_dalsha,DalTigers
22,"{'date': '01/23/2020, 21:00:46', 'full_text': ""Taylor has faced her fair share of challenges and obstacles while doing fieldwork for her graduate studies, but she's also learned how to deal with them and make the most of her experiences! Check out her post here: https://t.co/3gXEkdZSeS #dalstudentlife #dalhousieu""}","{'date': '10/03/2019, 15:28:55', 'full_text': 'RT @BlackBusinessNS: Join us and @sobeys for our first ever InMotion pitch competition for young Black entrepreneurs! See you at @voltaeffe…'}","{'date': '11/08/2019, 22:14:20', 'full_text': 'This year\'s Walter Chute lecturer, Prof. Joe Schwarcz giving his public talk titled, ""Nutritional Advice - Is There a Solution to the Confusion?"" https://t.co/3NEYJw8mVQ'}","{'date': '01/27/2020, 14:19:43', 'full_text': ""Here's your daily 3MT motivation, courtesy of 2019 finalist Kalli Hood of @DalMedSchool. Learn more and register for this year's 3 Minute Thesis competition: https://t.co/HM69opbufV https://t.co/ogXV5gvUL8""}","{'date': '01/29/2020, 18:48:51', 'full_text': ""RT @Choice_Reviews: Don't miss this Feb 13 Choice/ACRL webinar! \nCreating References Using #7thEdition APA Style \nThe #APAStyle team will a…""}","{'date': '01/31/2020, 23:35:25', 'full_text': 'MHOC: At the end of the 1st period @UPEIPanthers have a 2-1 lead over your Tigers.  @AUS_SUA #GoTigers #FearTheRoar'}"
23,"{'date': '01/23/2020, 15:00:23', 'full_text': 'Did you know that the majority of STIs are asymptomatic? This means that there are no signs, but there are possible consequences An STI Screening Clinic will be happening TODAY in the LMP Atrium from 1-4pm. Help protect yourself and others, and get tested! https://t.co/6XaVc0uJLI https://t.co/bVdbwewJ2p'}","{'date': '09/27/2019, 19:38:09', 'full_text': 'No matter if you are a BComm, BMgmt or CRMBA student, the Halifax Corporate Tour will give you an excellent chance to explore a variety of career opportunities. Join us and register now on myCareer!\nhttps://t.co/8s0NjXlJql https://t.co/tbQCKLTvRJ'}","{'date': '11/08/2019, 20:43:43', 'full_text': 'Our speaker next Friday is \u2066@jmblacquiere\u2069 from \u2066@westernuchem\u2069: https://t.co/ipA9bTpOy4'}","{'date': '01/27/2020, 14:01:33', 'full_text': ""Thanks for sharing this Karla, we're happy to help spread the word. @DalhousieU @DalHealth @DalMedSchool @DalNursing https://t.co/d0c0wDPlRo""}","{'date': '01/29/2020, 18:48:28', 'full_text': 'RT @DalStudentUnion: Community Closet opening soon! 🎉 Check out the launch party this Friday (Jan 31st) 12:30-3:30pm in the SUB Wellness ro…'}","{'date': '01/31/2020, 23:34:32', 'full_text': 'MHOC: Tigers get their first power play of the night after @UPEIPanthers draw an interference penalty. @AUS_SUA #GoTigers #FearTheRoar'}"
24,"{'date': '01/22/2020, 21:00:46', 'full_text': 'Do you want to become a master of snack-packing? Do you need some snack inspo? Check out our post on 10 great on-the-go snacks for class! https://t.co/1Q8N4tO3A0 #dalstudentlife #dalhousieu'}","{'date': '09/27/2019, 11:59:38', 'full_text': 'Thanks to everyone who joined us for Rowe Networking Night this year. The quality and quantity of networking we packed into 2 hours, and the support of faculty and staff, made it a resounding success! https://t.co/q2Lhsjp9oo @DalManagement @RoweBusiness'}","{'date': '11/08/2019, 18:53:43', 'full_text': 'Packed room for Prof. Joe Schwarcz\'s first lecture, ""The Challenge of Separating Sense from Nonsense."" His public lecture will be at 5.30 pm tonight in Scotiabank Auditorium. @DalScience @DalhousieU @DalGradStudies https://t.co/oWz05feF7X'}","{'date': '01/27/2020, 14:01:13', 'full_text': ""You've likely heard about the importance of networking, but how does one go about actually creating a network? This workshop will clarify the goals of networking and identify opportunities to make meaningful connections 🤝. RSVP here: https://t.co/hqFGjr18aJ https://t.co/ugmyoiiE11""}","{'date': '01/29/2020, 18:46:45', 'full_text': ""RT @DalGradStudies: Thinking of entering this year's 3 Minute Thesis competition? Come out and learn from the best at our upcoming panel ev…""}","{'date': '01/31/2020, 23:30:36', 'full_text': 'MHOC: @UPEIPanthers make it 2-1 over your Tigers. @AUS_SUA  #GoTigers #FearTheRoar'}"
25,"{'date': '01/22/2020, 20:03:19', 'full_text': 'Even leaders make mistakes! But the good ones keep moving forward. How do YOU lead? Develop your skills and learn new ones at Dal’s student leadership conference, DAL Lead! on Sat, Feb 1. Register now at https://t.co/3ZVahUBCOP 🐯  #dalstudentlife #dalhousieu 📹 : @evandesilva https://t.co/1caYWRa2Jz'}","{'date': '09/16/2019, 16:53:06', 'full_text': 'Dal business students are invited to attend the @PwC_Canada Networking Night taking place tomorrow evening in Halifax. Open to students planning for a CPA co-op and/or full time opportunities in the future. Register here: https://t.co/wzjphLRamh https://t.co/y9VsdlMxpC'}","{'date': '11/05/2019, 22:04:44', 'full_text': ""RT @DalOfficeSust: @DalhousieU's Professor Dr. Jeff Dahn is a world leader in energy storage technologies and we are proud to see all that…""}","{'date': '01/24/2020, 19:54:17', 'full_text': 'RT @Dal_English: This ain’t rock ‘n’ roll; this is the @Dal_English speaker series! Happening now! PhD student Shawna Guenther on David Bow…'}","{'date': '01/29/2020, 18:23:56', 'full_text': '@DalhousieU @DalGradStudies @DalStudySuccess @DalStudentLife @DalHealth DYK?👇🏻👏🏻👏🏻👏🏻 https://t.co/6KqBpVDHAt'}","{'date': '01/31/2020, 23:25:42', 'full_text': 'MHOC: TIGERS GOAL! 🚨 Logan Johnston ties the game up at 1. @UPEIPanthers @AUS_SUA #GoTigers #FearTheRoar'}"
26,"{'date': '01/21/2020, 21:00:23', 'full_text': 'New year, new goals. We asked Dal students what their resolutions are for 2020 and, more importantly, how are they doing with them so far? https://t.co/AmdPBZTK2K #dalstudentlife #dalhousieu'}","{'date': '09/12/2019, 17:25:40', 'full_text': '@IntactInsurance @DalhousieU So pleased Ali could join us last night. Hopefully she made some great connections with our students!'}","{'date': '11/05/2019, 22:04:10', 'full_text': ""RT @dasoglab: This year's Walter Chute lecturer is Dr. Joe Schwarcz! You have probably seen him on Netflix. Come see him in person on Frida…""}","{'date': '01/24/2020, 19:10:02', 'full_text': ""Meet our new @DalPres on Monday morning if you're on the Carleton Campus! https://t.co/K4FdxiMzcu""}","{'date': '01/29/2020, 18:19:56', 'full_text': ""RT @DalhousieU: You're invited! 📨 https://t.co/swveqzX47u""}","{'date': '01/31/2020, 23:15:33', 'full_text': 'RT @gocapersgo: @gocapersgo lead @DalTigers 44-23 at half. @AUS_SUA'}"
27,"{'date': '01/21/2020, 17:22:15', 'full_text': 'There have been reports of students receiving fraudulent emails at other Canadian universities over the past few days. Please report any suspicious activity or emails to studentlife@dal.ca and never share any personal information over email. News article: https://t.co/GxYlGrS7ez'}","{'date': '09/12/2019, 17:24:46', 'full_text': 'RT @IntactInsurance: Campus season has begun! Intact recruiter, Ali Wishart, greeted our future talent at the @DalMCS Rowe Networking Night…'}","{'date': '11/03/2019, 14:38:01', 'full_text': 'Check out the recent work from the @MSFreund_ group in @SusEnergyRSC - https://t.co/eQDhZY69jx'}","{'date': '01/24/2020, 17:33:14', 'full_text': 'RT @_researchNS: #JobOpportunity - We are seeking a full-time Monitoring and Evaluation Manager to join our team. For more information, vis…'}","{'date': '01/29/2020, 16:40:49', 'full_text': 'RT @DalHealth: There’s still time to come by the Tupper Link to say #dalTHANKS to our awesome @Dal_Alumni donors! We’ll be there until 1 PM…'}","{'date': '01/31/2020, 23:08:33', 'full_text': 'MHOC: @UPEIPanthers get on the board first to make it 1-0 over your Tigers. @AUS_SUA #GoTigers #FearTheRoar'}"
28,"{'date': '01/21/2020, 16:02:07', 'full_text': ""Don't miss out on a chance to meet Dr. Deep Saini, #DalhousieU's 12th president, on Weds, Jan. 22 at the Emera IDEA Building on Sexton Campus from 1-2pm! Get to know Deep and find the full reception schedule here: https://t.co/FQgmEWL3Xb #dalstudentlife""}","{'date': '09/12/2019, 17:23:12', 'full_text': 'RT @DalStudentLife: Oscar the therapy dog is BACK for Puppy Power Hour in the SUB! Every Thursday from 3-4 pm, he is available for your pet…'}","{'date': '11/03/2019, 14:36:02', 'full_text': 'RT @ConceptsChemDal: #happeningnow in the 1st year chem lab- a full transformation into a Pac-Man game board! Thanks to @jennchem_DAL for t…'}","{'date': '01/24/2020, 16:49:38', 'full_text': 'Always great to see @dalagriculture students make their way to Halifax for 3MT! https://t.co/mWzisjxJJK'}","{'date': '01/29/2020, 14:22:57', 'full_text': 'We often ask each another, 🗣️""How are you doing?"" What if we also asked, ""How\'s your #mentalhealth?"" Today &amp; everyday. 📅#ChangingtheConversation #MentalHealthforAll 👏on this #BellLetsTalkDay #BellLetsTalk 👇#WednesdayWisdom #ChangingTheWayPeopleThink @DalhousieU 🇨🇦 #DalProud https://t.co/HiYfgvEoSs'}","{'date': '01/31/2020, 23:04:04', 'full_text': ""MHOC: Game on! We're underway as your Tigers faceoff against @UPEIPanthers tonight.  @AUS_SUA #GoTigers #FearTheRoar https://t.co/ORHGOOVUzi""}"
29,"{'date': '01/20/2020, 17:58:32', 'full_text': 'Have some great ideas about leadership you want to share with other students? Apply to present them at Dal Lead! the Dalhousie Student Leadership Conference. Get your proposal in before midnight tonight! https://t.co/iPvr7ECbj4 https://t.co/YdWAOg38FB'}","{'date': '09/12/2019, 12:07:59', 'full_text': 'RT @Margaret__NS: A pleasure to take part in @DalMCS Rowe Networking Night last night at @DalhousieU! Great to see co-op students and 4th y…'}","{'date': '10/28/2019, 13:48:11', 'full_text': 'Our speaker this friday is Prof. Eric Rivard (\u2066@RivardGroupUofA\u2069): https://t.co/fWjay2UQ8W'}","{'date': '01/24/2020, 15:01:03', 'full_text': ""Do you know how to explain the value of your graduate student experience to potential employers? Find out how at Tuesday's Ongoing Orientation session, open to all students. Learn more and register: https://t.co/Uq1fUurwLx https://t.co/Xo4W82BblJ""}","{'date': '01/29/2020, 14:05:01', 'full_text': 'RT @workatdal: Jan 29 is #BellLetsTalkDay! Today, Bell will donate 5 cents from every applicable action on Twitter, Facebook, Instagram, Sn…'}","{'date': '01/31/2020, 22:39:24', 'full_text': 'MHOC: Warm up is on! Come down to the Forum cheer on your Tigers as they face-off  against @UPEIPanthers. @AUS_SUA #GoTigers #FearTheRoar'}"
30,"{'date': '01/18/2020, 21:01:01', 'full_text': ""Whatever the reason you have for cutting back on the amount of meat you consume, just know that your meals don't have to be boring! https://t.co/hFoG6ihXWG #dalstudentlife #dalhousieu""}","{'date': '09/12/2019, 12:07:54', 'full_text': 'RT @find_your_place: Fantastic conversations and engagement @RoweBusiness #Networking night!  Thanks for having us @DalMCS!! #FindYourPlace…'}","{'date': '10/21/2019, 12:48:41', 'full_text': 'We are excited to welcome our Carl C. Coffin Lecturer this friday: https://t.co/OxnfBZxUfJ'}","{'date': '01/24/2020, 13:45:23', 'full_text': 'Students from @DAL_FASS tend to perform well in 3MT, including a third-place finish last year... https://t.co/vglC8WzV5f'}","{'date': '01/29/2020, 13:59:19', 'full_text': ""RT @emilyjago: In a time where we expect extraordinary things to happen daily, even when the ordinary is special...\n\nLet's remember to find…""}","{'date': '01/31/2020, 22:05:44', 'full_text': 'RT @NoelPendergast: @DalTigers getting ready for road game at CBU ... Go Tigers! \n🐯👍🏀👍\n@CoachAStamm \nCatch action at 6 pm at https://t.co/G…'}"
31,"{'date': '01/16/2020, 16:00:55', 'full_text': ""Did you know that #DalhousieuU 's new president, Dr. Deep Saini, has spent time in Australia, India and other parts of Canada? Don't miss out on a chance to meet him on Fri., Jan 17 from 11am-12pm at the LeMarchant Place Atrium! More info: https://t.co/FQgmEWL3Xb #dalstudentlife https://t.co/jCFVgyFLHP""}","{'date': '09/11/2019, 23:55:39', 'full_text': 'RT @NSLAE: #FYI We have reached a milestone! Over 1,000 grads have secured work in #NovaScotia with the help of Graduate to Opportunity fun…'}","{'date': '10/18/2019, 17:45:19', 'full_text': ""RT @dasoglab: Learned about some awesome silicon chemistry happening in @TurculetChem group today. It's been fun learning about my colleagu…""}","{'date': '01/24/2020, 13:30:33', 'full_text': ""Are you on the fence about participating in this year's 3 Minute Thesis competition? Come out and hear from 2019's top three 🏆, who will share their tips for success. Register here: https://t.co/vlYvlntBZM\n\n@dagshfx @JustHerod https://t.co/MoODMqiv7c""}","{'date': '01/29/2020, 13:55:15', 'full_text': 'RT @DalHealth: Reminder! #dalTHANKS is happening in the Tupper Link today at noon. Pop by to write some notes, take some pictures and enjoy…'}","{'date': '01/31/2020, 21:53:38', 'full_text': ""Tigers fans we're just over an hour away to puck drop as your Men's Hockey Team gets set to face-off against @UPEIPanthers in tonight's @AUS_SUA action here at the Forum. Come cheer the guys on in their 2nd to last home game of the season. #GoTigers #FearTheRoar""}"
32,"{'date': '01/15/2020, 21:01:18', 'full_text': ""Getting dumped seriously, seriously sucks. But suddenly becoming single again has its merits, and life does go on. Check out some of Josephine's foolpoof ways to help you get back on your feet. https://t.co/ED138VVWiA #dalhousieu #dalstudentlife""}","{'date': '09/11/2019, 23:55:22', 'full_text': 'Thanks for being a part of the action and supporting the event. Great to have you on board, as always! https://t.co/Bn7fLJ430i'}","{'date': '10/16/2019, 21:07:03', 'full_text': 'RT @dasoglab: Congrats to @Sarah_Martell and @uwerner20 on their paper in @Faraday_D on the influence of HF etching on photocatalytic H2 ge…'}","{'date': '01/24/2020, 13:28:29', 'full_text': 'PhD student Tari Ajadi (@tariajadi) participated in a panel moderated by fellow PhD student Tiffany Gordon this Monday on Martin Luther King Day. Read more about the event, hosted by @DalBSAC: https://t.co/PU6dFXs7pq'}","{'date': '01/29/2020, 13:54:40', 'full_text': ""RT @DalhousieU: It's #BellLetsTalk Day! Here are 5 simple ways to help end the stigma that keeps too many who struggle with mental illness…""}","{'date': '01/31/2020, 19:01:28', 'full_text': 'RT @AUS_SUA: The draw is now available for the 2020 Subway AUS Curling Championships hosted by @SMUHuskies Feb. 6-9 at @CfbClub is now avai…'}"
33,"{'date': '01/14/2020, 21:01:16', 'full_text': 'Want tips to keep you as healthy as possible during cold and flu season? Check out our cold and flu season survival guide here:  https://t.co/zVBWvtmQn8 #dalstudentlife #dalhousieu'}","{'date': '09/11/2019, 14:07:57', 'full_text': ""Tonight's the night! Thanks to our Rowe Networking Night sponsors. We look forward to the buzz of students and employers connecting. @Bell_Jobs @BDOcampus @goCPAatlantic @irvingoil @jdirvinglimited @KonicaMinoltaCA @HealthNS @NSLAE @PepsiCoJOBS @PwC_Canada @scotiabank #HireDal https://t.co/TgJBkiOyCx""}","{'date': '10/14/2019, 20:10:52', 'full_text': 'Our departmental seminar this Friday will be given by our own Prof. Laura Turculet \u2066@TurculetChem\u2069: https://t.co/07qTadQL5Q'}","{'date': '01/23/2020, 19:05:55', 'full_text': ""It's worth noting that last year's 3MT winner, @JustHerod, came from @DalMedSchool... https://t.co/oQ8sIJ0DDV""}","{'date': '01/29/2020, 13:50:30', 'full_text': '📢2020 NSHA QUALITY AWARD WINNER 🌟\nExcellence In Patient Experience Award \nHonors organizations/individuals who’ve set in place innovations that improve healthcare human experience.  \nCongrats Aafreen Valiya Manathal and her Mentor Marcy Saxe-Braithwaite @DalHealth @DalAHAS'}","{'date': '01/31/2020, 17:10:15', 'full_text': ""Tonight the men's and women's basketball teams challenge @gocapersgo on their home court at 6 and 8pm! We wish them the best of luck!\nYou can catch all the action on AUStv!\n#GoTigers #FearTheRoar""}"
