,DalhousieU,DalStudentUnion,DalSecurity,DalResidence
31,"{'date': '01/23/2020, 20:26:01', 'full_text': ""#DalhousieU's varsity student-athletes spend a lot of time reaching for the top in their sports, but more of them than ever have shown they have the academic skills to match their athletic prowess. 👟 (🏷 @DalTigers) https://t.co/s2ALV1GDY7""}","{'date': '01/22/2020, 19:06:02', 'full_text': '✨  Make sure to check out the DSU Presidential Committee’s Frosty Folks Clothing Swap on February 3rd from 12:00pm - 3:00pm in SUB room 307! ✨ https://t.co/IAMiPfbYJO'}","{'date': '12/25/2019, 15:56:15', 'full_text': 'From all of us at Dal Security - and especially from Gillian and the rest of C-Shift working today - Merry Christmas! Bunch of 🦃s in there today!! 🎅 @ Dalhousie University https://t.co/rKqw7RFWGF'}","{'date': '09/11/2019, 11:28:51', 'full_text': 'RT @nodonutz: https://t.co/gy86qxMJLZ'}"
32,"{'date': '01/23/2020, 18:32:45', 'full_text': 'Congratulations everyone! 🐯 https://t.co/X5mc2lUeN5'}","{'date': '01/22/2020, 14:10:03', 'full_text': 'Learn self defence basics in a closed space for queer, trans, and non-binary Dalhousie and Kings students!\n \nSelf Defence Class Level 1 will be held from 6:00pm-9:00pm in DSU Room 303 on Thurs, Feb. 6 AND Wed, Feb. 12. RSVP to survivorsupport@dal.ca\n@southhousehalifax https://t.co/XyhrUO8scA'}","{'date': '12/24/2019, 13:19:15', 'full_text': '@Amarahbangura @adamundefined Get that half day free parking... 🚗 https://t.co/MiSBTT6VeP'}","{'date': '09/11/2019, 11:24:37', 'full_text': 'RT @DalFoodServices: We love getting feedback because it helps us improve your experience 🙆\u200d♀️!  There are lots of ways to tell us what you…'}"
33,"{'date': '01/23/2020, 17:24:01', 'full_text': ""Studying, classes, work, friends - your day is busy! Make sure you're picking the right snacks so you can keep up with that to-do list. 🍏https://t.co/JaMCjyt2md""}","{'date': '01/21/2020, 19:20:03', 'full_text': 'On January 22nd, this upcoming Wednesday, CFS-NS is hosting a student organizing meeting to learn, discuss, and brainstorm about rising tuition fees and other student issues. 📢 See more info here: https://t.co/auADIutnvU!'}","{'date': '12/23/2019, 15:51:26', 'full_text': '@adamundefined Tomorrow we will consider parking like weekend &amp; holidays so you’re- I mean... *your friend* will be fine to park there. https://t.co/kFCn1yg0Ue'}","{'date': '09/10/2019, 13:28:04', 'full_text': 'We’re proud that every year there are many of our students living in residence participating in this memorable and worthwhile event. A great way to support your community. See you then! https://t.co/dDR3NvcbAC'}"
34,"{'date': '01/23/2020, 16:20:02', 'full_text': ""We have upcoming #DalBound sessions about financing your education on Feb. 5 and 12. We'll cover:\n\n✅ Value of an education\n✅ Budgeting tips\n✅ Financing options\n✅ Scholarship info \n\n+ more! Learn more 👉 https://t.co/X0QBYpCqie https://t.co/CIcNBGMzFL""}","{'date': '01/21/2020, 18:12:03', 'full_text': ""⚖️ The Social Activists Law Students' Association is hosting the IDEALaw Conference on Law, Social Activism and the Media. ⚖️ Panels and workshops will cover areas such as environmental racism, sexual violence, and youth justice. More info here! https://t.co/cb3E0t1KG1 https://t.co/JGOHq8kt22""}","{'date': '12/23/2019, 15:30:17', 'full_text': 'REMINDER: @dalsecurity LeMarchant St office will be closed from Dec 23 through Jan 1. The office will re-open on Jan 2. For immediate service we can be reached at 902-494-6400 or via the #Dalsafe app. Have a happy and safe Holiday. https://t.co/ENNc6OzZNl'}","{'date': '09/10/2019, 13:17:50', 'full_text': 'RT @DalGlobalHealth: If you are coming to @DalMedSchool @DalHealth or @DalDentistry campus today please be careful. Still lots of cleanup t…'}"
35,"{'date': '01/23/2020, 13:55:02', 'full_text': '#DalhousieU researchers are helping to solve some of the most complex global issues facing humankind. For Dr. Jocelyn Downie, it starts with changing health law, policy and practice: https://t.co/0Xt92UaF0E (🏷 @DalVPR, @DalPres) #DALinnovates https://t.co/wgTwrS69SP'}","{'date': '01/21/2020, 17:20:04', 'full_text': ""Looking to get involved but you aren't sure how? Join the Presidential Committee! This is a place to support on-going DSU projects, get support and feedback on your own projects, or get more information about the opportunities available to you! Email dsupres@dal.ca for info!""}","{'date': '12/20/2019, 17:42:33', 'full_text': 'https://t.co/nMW3njzcKe https://t.co/HwtS3EbgsG'}","{'date': '09/10/2019, 13:17:26', 'full_text': 'RT @dalagriculture: Due to Hurricane Dorian we are a day late publishing DTW! Please note, the Cultiv8 Open House is today from 1 -5 p.m. h…'}"
36,"{'date': '01/22/2020, 23:48:16', 'full_text': 'Local and global sustainability. What is your Why @dalagriculture? 🎓 https://t.co/oClmUZ9kDz'}","{'date': '01/21/2020, 15:45:34', 'full_text': 'RT @dalfacultyassoc: Join DFA Tues, Feb 4 @ 7 pm, Dal SUB for the Dr. Robert S. Rodger Lecture. Keynote by Ray Larkin &amp; a panel on collegia…'}","{'date': '12/20/2019, 16:39:30', 'full_text': '@JonTHFX @DalOfficeSust @BikeMayorHfx Happy Holidays to you as well!! 🙂'}","{'date': '09/10/2019, 13:13:03', 'full_text': 'RT @DalBookstore: Good morning! All Bookstore locations are back open today. Our SUB and @dalagriculture Bookstores have extended hours thi…'}"
37,"{'date': '01/22/2020, 21:12:32', 'full_text': 'As the impacts of the Iranian plane disaster continue to be felt across Canada, the #DalhousieU Iranian Student Society is ensuring that the legacy of those who lost their lives can live on through a new bursary fund. 🕯https://t.co/ALgdQEtP90'}","{'date': '01/21/2020, 15:45:24', 'full_text': 'RT @DalOfficeSust: This weeks #ESSLecture (Thurs Jan 23) will be focusing on ""The Politics of Happiness: Creating Well-being in a Worried W…'}","{'date': '12/20/2019, 16:34:34', 'full_text': 'Power has been restored to all buildings on Studley Campus impacted by the electrical outage. https://t.co/nmcQJn0XxA'}","{'date': '09/09/2019, 22:06:52', 'full_text': ""RT @DalSecurity: Dalhousie's campuses set to reopen Tuesday, September 10 https://t.co/ajkvszp6Zy""}"
38,"{'date': '01/22/2020, 18:19:01', 'full_text': '.@DalPres began his term as our 12th president in January 2020, bringing to #DalhousieU a compelling blend of national post-secondary experience with international perspective. https://t.co/7JD6f2j0YO'}","{'date': '01/20/2020, 20:36:47', 'full_text': 'RT @DalStudentLife: Have some great ideas about leadership you want to share with other students? Apply to present them at Dal Lead! the Da…'}","{'date': '12/20/2019, 16:21:58', 'full_text': '@JonTHFX @DalOfficeSust @BikeMayorHfx We’ll send someone over to check it out.  In the future... something something... more flies with honey... https://t.co/2oLhn239PD'}","{'date': '09/09/2019, 22:06:40', 'full_text': 'RT @hfxgov: A targeted parking ban will begin Tues, Sept. 10 along Beech Street in Halifax to facilitate high-risk tree removal operations.…'}"
39,"{'date': '01/22/2020, 15:08:01', 'full_text': '.@DalStudentLife has some tips on how to overcome four big challenges of graduate fieldwork. 📚 ( 🏷 @DalGradStudies)\nhttps://t.co/yesZ15J8wL'}","{'date': '01/20/2020, 14:29:02', 'full_text': 'CKDU 88.1FM is celebrating 35 years of campus-community radio in Halifax with a totally tubular 80s dance party fundraiser! 🎉 📻 February 1st, 2020 - 10pm-1am in the SUB McInnis Room. More details here! https://t.co/z1EmG7uLSw https://t.co/B1u6yfoErH'}","{'date': '12/20/2019, 15:27:10', 'full_text': 'NS Power Outage Map indicates power outage estimates 5 PM to be the return of power. Outage is impacting the South and West End of peninsula Halifax. Studley campus Economics, Lemarchant, Seymour and Robie St houses without power.  https://t.co/jEyY8I5Rxo'}","{'date': '09/09/2019, 13:30:37', 'full_text': ""RT @DalFoodServices: Sun's shining, but the lights aren't!    Of course, all dining halls remain open and are running on a modified menu.…""}"
40,"{'date': '01/22/2020, 13:14:02', 'full_text': 'Kick-off African Heritage Month with @DalBSAC at an evening of empowerment with @Reneehortonphd! ✨ https://t.co/YwNGtRMOiq'}","{'date': '01/18/2020, 19:31:53', 'full_text': 'Happening later today! Come out to learn more about and support Indigenous resistance across Turtle Island! https://t.co/rbarXKgVuH'}","{'date': '12/20/2019, 15:13:21', 'full_text': 'Studley Campus is experiencing a power outage that has effected the Economics, LeMarchant St, Seymour St, and Robie St houses. All larger academic and admin buildings still have power. https://t.co/avaG1JHfma'}","{'date': '09/09/2019, 13:11:25', 'full_text': 'RT @dalplex: Assuming campus is open on Tuesday, Dalplex will welcome any student, staff or faculty member who needs to freshen up! \n@Dalho…'}"
41,"{'date': '01/21/2020, 22:55:02', 'full_text': 'The College of Continuing Education at #DalhousieU invites faculty and staff to attend their workshop ""Fostering Inclusive Personal and Team Communications in Workplace Cultures."" For cost and details: https://t.co/4V6gDwMPSy https://t.co/syiqQ9rQ1j'}","{'date': '01/17/2020, 18:29:02', 'full_text': 'CKDU 88.1FM is celebrating 35 years of campus-community radio in Halifax with a totally tubular 80s dance party fundraiser! 🎉 📻 February 1st, 2020 - 10pm-1am in the SUB McInnis Room. More details here! https://t.co/z1EmG7uLSw https://t.co/WCWGnzpZnR'}","{'date': '12/20/2019, 11:29:52', 'full_text': 'Lord Dalhousie Dr will be closed to vehicular traffic Friday morning. Parking areas and buildings can still be accessed via Castine Way https://t.co/mtMYU9S9gi'}","{'date': '09/09/2019, 12:02:13', 'full_text': 'RT @nspowerinc: A few important safety reminders:\n⚠ Treat all downed wires as live, even if your area is without power. Stay away &amp; report…'}"
42,"{'date': '01/21/2020, 20:25:01', 'full_text': ""Second-year Neuroscience student Dante Cantini wasn't sure of going on student exchange was the right path for him — but having won the Go Beyond Borders tuition prize, he's now got a world of opportunity at his fingertips. 🌍 https://t.co/xW99y3fkLL""}","{'date': '01/17/2020, 16:10:11', 'full_text': 'Learn self defence basics in a closed space for queer, trans, and non-binary Dalhousie and Kings students!\n \nSelf Defence Class Level 1 will be held from 6:00pm-9:00pm in DSU Room 303 on Thurs, Feb. 6 AND Wed, Feb. 12. RSVP to survivorsupport@dal.ca\n@southhousehalifax https://t.co/CtS3BL4Hgj'}","{'date': '12/17/2019, 16:34:31', 'full_text': 'Dalhousie Facilities Management holiday reminder https://t.co/ILiYfdoYdT'}","{'date': '09/09/2019, 01:47:46', 'full_text': ""RT @dalagriculture: Dalhousie's campuses to be closed all day Monday, Sept. 9 https://t.co/ONWXQqGJJT""}"
43,"{'date': '01/21/2020, 18:19:02', 'full_text': 'Tomorrow, 1 to 2 pm, all students, faculty and staff are invited to attend a welcome reception on our Sexton Campus for Dr. Deep Saini, #DalhousieU’s 12th president and vice-chancellor. 🗓 For details and a list of all welcome events: https://t.co/3k4F70gku9 (🏷 @DalPres) https://t.co/8UQzJL8eFT'}","{'date': '01/17/2020, 00:28:58', 'full_text': 'RT @WHIGDalhousie: .@DalHealth grad students @EmmaStirlingCam &amp; @Kathrynmstone are excited to announce the launch of WHIG - a knowledge sha…'}","{'date': '12/13/2019, 02:20:50', 'full_text': 'RT @DalhousieU: Are you an international student? 🌍 @DalIntcentre wants to hear about your experience. Complete the International Student B…'}","{'date': '09/09/2019, 01:47:32', 'full_text': 'RT @DalStudentLife: The Student Health &amp; Wellness Centre will be OPEN on Monday, September 9 with limited hours (8:30am-5pm) and services a…'}"
44,"{'date': '01/21/2020, 16:57:01', 'full_text': ""A workshop led by Mi'kmaq artist Michelle Sylliboy last week explored the theme of Mi’kmaq (L’nuk) symbolic language by letting participants draw their own hieroglyphic message on a piece of birch bark. 🎨https://t.co/gHK8Dea4Yi""}","{'date': '01/15/2020, 15:49:55', 'full_text': 'RT @DalStudentLife: Want to build your leadership skills and earn cash? On Weds, Jan. 15, learn about leadership opportunities available on…'}","{'date': '12/10/2019, 10:49:41', 'full_text': '@AliciaMcGraw5 Power is still on for academic buildings and fitness centre @dalplex - a few of the small houses electrically fed from the street are impacted but no other issues. Any significant updates will be issues via DalSafe.'}","{'date': '09/09/2019, 01:44:28', 'full_text': ""RT @DalSecurity: Dalhousie's campuses to be closed all day Monday, Sept. 9 https://t.co/qN5HrvmoM3""}"
45,"{'date': '01/21/2020, 14:54:01', 'full_text': '""Mom worked hard, supported me, took good care of me, really pushed me to be what I wanted to be."" #WeAreDal 52 weeks. 52 stories from the #DalhousieU community. This is Krista\'s: https://t.co/c0Et48ifcD (🏷 @DAL_FASS, @DalGradStudies) https://t.co/FvP1OhBO7V'}","{'date': '01/15/2020, 15:48:35', 'full_text': 'RT @DalBookstore: If you missed the boat on our December Buyback, our weekly Wednesday buyback resumes today! Open 9-5 in the lower level S…'}","{'date': '12/09/2019, 21:17:28', 'full_text': 'RT @hfxgov: The new South Park St bike lanes use features that are new to the municipality, like the two-stage bicycle turn box. If you are…'}","{'date': '09/09/2019, 01:44:28', 'full_text': 'RT @DalStudentUnion: The SUB will be closed tomorrow on Monday, Sept 9. https://t.co/kThNhRzprs'}"
46,"{'date': '01/20/2020, 23:05:02', 'full_text': 'Join @IPACNovaScotia on January 23 for special discussion with Michael Wernick, 23rd Clerk of the Privy Council and Secretary to the Cabinet, in conversation with Don Connolly. Tickets here: https://t.co/r3AEnEiZRB https://t.co/6AjT0xpB66'}","{'date': '01/15/2020, 15:48:18', 'full_text': 'RT @DalStudentLife: Need someone to talk to? Looking for someone to lean on? Maybe you just need to talk with a friend, go to a group works…'}","{'date': '12/09/2019, 11:22:13', 'full_text': 'Environment Canada Wind Warning Issued - Halifax Metro &amp; Halifax County West https://t.co/ORtQB0D8C4'}","{'date': '09/09/2019, 01:42:59', 'full_text': 'RT @DalSecurity: Health &amp; Wellness Centre will be open tomorrow. 8:30am-5pm\nSame-day counselling 8:30am-4:30pm\nOn-call physician for urgent…'}"
47,"{'date': '01/20/2020, 21:01:46', 'full_text': 'Work and school can take up a lot of time, but we all need some balance in our lives. Having a hobby you enjoy is a great way to relax. 🚴🏽\u200dhttps://t.co/Ntbt2aWSIw'}","{'date': '01/15/2020, 14:00:44', 'full_text': 'A moment of silence will be held later today at all universities across Canada in support of and solidarity with all those impacted by the tragic event that occurred this past week. https://t.co/Rq02X3stgd'}","{'date': '12/08/2019, 19:46:06', 'full_text': 'This little holiday throw back from yesteryear neglected to mention the short-term parking option -especially important during exam szn -Pay &amp; Display. Convenient for when not carrying cash - machines accept credit cards.  https://t.co/sCAPve91Cg'}","{'date': '09/08/2019, 12:54:52', 'full_text': '@DalSecurity @NPinNS @josejacob73 Thanks for this feedback. The dining halls closed early yesterday so @dalfoodservices staff could return home safely. This may explain why food options were limited. We apologize for the inconvenience this may have caused. All dining halls are open for regular service today.'}"
