,workatdal,DalMedSchool,dalagriculture,SchulichLaw
1672,"{'date': '10/25/2017, 17:50:11', 'full_text': 'Still time left...Walktober is on until Oct 31. Grand prize is $250 Mastercard by @WeAreJohnson https://t.co/EsJzW2S6eB #WellnessWednesday'}","{'date': '09/15/2017, 17:25:13', 'full_text': 'The sky is not the limit for one incredible student who soared to new heights. Welcome to Year 2, Stephanie! #DalMedProud @Doctors_NS https://t.co/5KkjAS7hUq'}","{'date': '10/25/2018, 23:18:12', 'full_text': 'RT @jsheareeves: Cool things happening in the #Engineeringdept @dalagriculture #VRlab #handsonlearning #nutrientmanagement https://t.co/rnk…'}","{'date': '08/23/2018, 10:58:32', 'full_text': 'RT @RobCurrieMusic: Well-deserved! Grateful that David is also an associate member of @CdnTechLaw https://t.co/eYcLR8w9lw'}"
1673,"{'date': '10/25/2017, 16:20:15', 'full_text': 'Have you donated to #DalUnited campaign yet? Watch our video &amp; check your email for personal online donation link. https://t.co/amo36N3Zqx'}","{'date': '09/15/2017, 16:00:03', 'full_text': 'Q &amp; A time with Dr. Carolyn Thomson, Dalhousie Medical School’s first Assistant Dean of Resident Affairs https://t.co/df9DxGhx2G @dal_pgdean https://t.co/L2bTN8XIZL'}","{'date': '10/25/2018, 17:47:14', 'full_text': 'RT @Limpetman: So pleased to meet good friend of the AC, Dr Zonghua Wang who is now President of Minjiang University. Left him some great r…'}","{'date': '08/23/2018, 10:58:20', 'full_text': ""We'll hop on it! #WeldonProud https://t.co/wHLlsh5elC""}"
1674,"{'date': '10/25/2017, 15:20:41', 'full_text': 'RT @DalOfficeSust: Do you know a scholar interested in helping Canada transition to a low-carbon future?Here’s an exciting opportunity: htt…'}","{'date': '09/15/2017, 15:09:31', 'full_text': ""RT @Dalnews: Congrats to @DalMedSchool's Dr. Michael Dunbar &amp; Dr. Janice Graham, the newest Fellows of the @CAHS_ACSS #DalProud https://t.c…""}","{'date': '10/25/2018, 17:46:58', 'full_text': 'RT @jsheareeves: Our first stop today @dalagriculture is the #chefsgarden They are helping with the harvest #localfood #KRHS @Islanders4Far…'}","{'date': '08/23/2018, 10:57:37', 'full_text': ""KUDOS! To @SchulichLaw alumnus David T.S. Fraser (LLB '99) @privacylawyer on his ongoing Best Lawyers in Canada achievements! #WeldonProud https://t.co/19O2tkUxE4""}"
1675,"{'date': '10/25/2017, 15:15:25', 'full_text': 'RT: @DivertNS Have you shared your #foodwaste tip yet? Our Make Your Food Go Further contest ends on Oct 27! Visit https://t.co/Ec9rq7rdxz https://t.co/2zmD9Fd9p1'}","{'date': '09/15/2017, 13:52:26', 'full_text': ""RT @Doctors_NS: The whole crew together! Congratulations and all the best in your new journey @DalMedSchool! We'll be here for you the enti…""}","{'date': '10/25/2018, 10:20:37', 'full_text': 'RT @Limpetman: Meeting with the FAFU College of Plant Protection tomorrow morning to review ongoing collaborative projects...and discuss a…'}","{'date': '08/22/2018, 11:08:18', 'full_text': 'RT @SaraSeck: @oefitzgerald @CIGIonline Excited to have had the chance to speak in Sydney on ET and climate change in relation to business…'}"
1676,"{'date': '10/25/2017, 12:25:11', 'full_text': 'Get your flu shot today, from 10am-2pm, CHEB, room C221, Carleton campus. Open to faculty, staff &amp; students. https://t.co/324sss5xwq https://t.co/XIJyp7efCd'}","{'date': '09/14/2017, 14:38:45', 'full_text': 'RT @Dalnews: Great support for great research - thanks @NSERC_CRSNG! @DalScience @DalMedSchool @dalfcs @DalHealth @DalEngineering @dalagric…'}","{'date': '10/25/2018, 09:56:28', 'full_text': 'RT @Limpetman: Did you know that the AC has been working in partnership with The Fujian Agriculture &amp; Forestry University for 20 years? @da…'}","{'date': '08/22/2018, 11:03:48', 'full_text': ""RT @marybrolf: Best advice I followed: be kind and help each other, this is the start of your professional network.\nBest advice I didn't: d…""}"
1677,"{'date': '10/24/2017, 18:15:23', 'full_text': 'Have you nominated a Dal dept, unit/area for the 2017 Healthy Workplace Award yet? Deadline is Oct 31. Learn more at https://t.co/6KvCfweKDg https://t.co/pnjHURdLd0'}","{'date': '09/14/2017, 12:37:43', 'full_text': 'RT @DalHealth: First-year @DalHealth @DalMedSchool @DalDentistry students - September 21 is going to be #Dalmazing! https://t.co/Fp1FxmgWgH…'}","{'date': '10/24/2018, 21:34:56', 'full_text': 'RT @DrIvanJoseph: Use Daily Affirmations to Change Negative Thoughts and Enhance Your Performance https://t.co/RrV34ykEhb'}","{'date': '08/21/2018, 18:39:06', 'full_text': 'RT @cmrherder: Are you a JD or LLM student @SchulichLaw? Interested in health law + policy? Learn more about @HealthLawAtDal and consider a…'}"
1678,"{'date': '10/24/2017, 16:35:13', 'full_text': 'Check out Skillsoft video, Planning an Effective Presentation, to help define &amp; understand yr audience &amp; purpose. https://t.co/g8CILEewD2'}","{'date': '09/13/2017, 17:25:08', 'full_text': 'RT @DalPres: Great to meet w Acting Dean @DalHealth Brenda Merritt, talking teaching, research &amp; hlthcare. Thank you Dr. Merritt for taking…'}","{'date': '10/24/2018, 21:33:44', 'full_text': 'RT @dalacrams: Festive Craft Market @dalacrams  Visit the vendors at the Langille Athletic Centre-Dal AC @dalagriculture https://t.co/Ok7vj…'}","{'date': '08/21/2018, 17:08:20', 'full_text': ""RT @MDoelle: In case you missed it, I just posted my reflection on Canada's domestic climate policy on SSRN: https://t.co/XMfe4jiAWs""}"
1679,"{'date': '10/24/2017, 15:30:27', 'full_text': ""We're hiring! Check out our latest openings in many depts/faculties. https://t.co/wGfOJWO1F4 #workatdal #careers https://t.co/TIGJzEgV7N""}","{'date': '09/13/2017, 11:56:04', 'full_text': 'RT @DalMedDean: Retirement of two legends. Joan Sargeant &amp; Joan Evans. Thanks for everything. @DalMedSchool https://t.co/iVRfwCfgIk'}","{'date': '10/24/2018, 16:38:55', 'full_text': 'RT @Limpetman: The Chinese know where good beef comes from! #CanadianBeef @dalagriculture https://t.co/3ON1hKzGlR'}","{'date': '08/21/2018, 13:20:43', 'full_text': 'RT @detaylor: Well earned! https://t.co/SGBG4EzDYJ'}"
1680,"{'date': '10/24/2017, 13:46:27', 'full_text': 'RT @JustinTrudeau: On #UNDay, we celebrate the @UN &amp; the people who work tirelessly to build a better world for everyone: https://t.co/y0o5…'}","{'date': '09/12/2017, 19:46:07', 'full_text': 'What do a paramedic, comm health nurse, shelter worker &amp; immigrant physician have in common? @MRinAfrica https://t.co/OKZiSMqY0O @CIHR_IRSC https://t.co/Td1G1e4NKF'}","{'date': '10/24/2018, 14:41:21', 'full_text': 'Did you know that remnants of the Berlin Wall have a permanent home on the Ag Campus. Its pretty great iRL! Check it out this Saturday during #dalopenhouse https://t.co/TDB66IifWF https://t.co/RgdLRbIzIR'}","{'date': '08/21/2018, 12:02:07', 'full_text': 'RT @TheriaultP: Happy to announce that I will be joining @SchulichLaw as a Schulich Fellow for the 2018-2019 academic year and teaching pub…'}"
1681,"{'date': '10/24/2017, 12:55:14', 'full_text': 'Call for nominations for the University-wide Teaching Awards. Deadline is Jan 31, 2018. Details here. https://t.co/cdCsS3Jb5E'}","{'date': '09/12/2017, 18:22:50', 'full_text': ""Today, we celebrate the launch of DMRF's #MollyAppeal campaign for cancer research @DalMedDean @RIM_DalMed https://t.co/jjZlXfXXyn""}","{'date': '10/24/2018, 14:03:00', 'full_text': 'We’re joining @4HCanada and 4-H’ers across the country this November to celebrate #ShowYour4HColours Month! Join us as we wear green to bring awareness to the good 4-H is doing for youth in Canada. https://t.co/DYgUnKyKdz'}","{'date': '08/20/2018, 17:39:50', 'full_text': 'RT @DalOfficeSust: #BringYourOwnMug when you buy coffee and tea on campus and receive a discount! @DalSustLife @DalBookstore @DalENVS @DalS…'}"
1682,"{'date': '10/24/2017, 12:01:56', 'full_text': 'RT @isans_ca: Our Professional Mentorship Program matches immigrants with a mentor in their field of work! Get or become a mentor: https://…'}","{'date': '09/12/2017, 17:44:32', 'full_text': 'RT @ConversationCA: When up to 30% of Canadian health care is unnecessary, two resident physicians have suggestions @UofT @McMasterU\nhttps:…'}","{'date': '10/24/2018, 10:42:28', 'full_text': 'RT @Cultiv8Ag: Human Centred Design Thinking; Ideating in the Cultiv8 Sandbox! https://t.co/vX14Yiw8Ap'}","{'date': '08/20/2018, 17:38:27', 'full_text': 'RT @phughes9112: @SchulichLaw Congrats to @jgdownie who will bring thoughtful &amp; knowledgeable insight to her new role! https://t.co/pzj8GJw…'}"
1683,"{'date': '10/23/2017, 18:59:17', 'full_text': 'Call for nominations for 2017 @NSHumanRights Awards. This year marks its 50th anniversary. Deadline is Nov 10. https://t.co/nNq9KMhNhL https://t.co/vAxe18iFQ8'}","{'date': '09/12/2017, 17:00:12', 'full_text': 'RT @SchulichLaw: FREE PUBLIC EVENT: ""Assisted Dying: The Story of Law Reform in Canada"" 7 pm, Wed 13 Sept, Paul O\'Regan Hall, Hfx Central L…'}","{'date': '10/23/2018, 12:23:32', 'full_text': ""RT @Dalnews: For 200 years, we’ve helped shape lives filled with purpose and produced some of the world’s brightest minds. ✨ We can't wait…""}","{'date': '08/20/2018, 15:03:27', 'full_text': 'KUDOS! @SchulichLaw Professor Jocelyn Downie @jgdownie has been appointed the inaugural James S. Palmer Chair of Excellence in Public Policy and Law. Read our story: https://t.co/yGmgEJeW07 #public #policy #law #Health #Legal #ethics https://t.co/yiATf0gSvJ'}"
1684,"{'date': '10/23/2017, 17:52:07', 'full_text': 'RT @feednovascotia: Help spread some cheer this holiday season by volunteering! Lots of different opportunities! Email volunteer@feednovasc…'}","{'date': '09/12/2017, 16:10:07', 'full_text': 'RT @signindoc: Teaching communication skills @DalMedSchool #DMNB. Referenced ""Names Matter"" https://t.co/c0ttZuZZP5 by @Sanfilippo333'}","{'date': '10/23/2018, 12:14:33', 'full_text': 'RT @Bayer4CropsCA: We’re excited to announce that we’ll be sending 4 young Canadians to Brazil for the @YouthAgSummit taking place Nov 4-6t…'}","{'date': '08/20/2018, 12:13:06', 'full_text': 'RT @NSLegalAid: Don’t forget the deadline for applying for the Managing Lawyer positIon in our Yarmouth Office is today. Details here: http…'}"
1685,"{'date': '10/23/2017, 17:05:18', 'full_text': 'Got your flu shot yet? There are 4 more mobile flu clinics this week - one on each campus. Details at https://t.co/324sss5xwq https://t.co/5NIbN1bUPX'}","{'date': '09/12/2017, 14:10:07', 'full_text': 'A meaningful opportunity to deliver care to a diverse marginalized population in your community. Be the social change you wish to see. https://t.co/MO7l2SmjZ7'}","{'date': '10/23/2018, 10:21:24', 'full_text': 'RT @Limpetman: We also visited with the College of Animal Sciences at FAFU who are interested in exploring student exchange opportunities w…'}","{'date': '08/17/2018, 18:47:08', 'full_text': 'RT @NSLegalAid: Deadline to apply for this great opportunity is Monday. Check out the details below and please share if you may know the ri…'}"
1686,"{'date': '10/23/2017, 16:24:29', 'full_text': 'RT @UWHalifax: These #DalUnited canvassers received training last week.♥️Thank you in advance for your efforts to support our community. 📷…'}","{'date': '09/12/2017, 12:44:56', 'full_text': 'Diving into the psychosocial side of chronic disease: emotional &amp; social burdens that coexist https://t.co/n4jFyv4Ldb via @nationalpost'}","{'date': '10/23/2018, 10:21:17', 'full_text': 'RT @Limpetman: Great to be able to visit the new Institute of Oceanology at The Fujian Agriculture And Forestry University this morning to…'}","{'date': '08/17/2018, 18:46:59', 'full_text': 'On Sept. 6 from 6:30–8:30 p.m. @SchulichLaw Prof. Elaine Craig is giving a free public lecture at Paul O\'Regan Hall at Halifax Central Library. She\'ll discuss her new book, ""Putting Trials on Trial: Sexual Assault and the Failure of the Legal Progression,"" and sign copies after. https://t.co/m7wkHWyHcA'}"
1687,"{'date': '10/23/2017, 15:45:25', 'full_text': ""Keep walking! Walktober continues until Oct 31. Here is this week's challenge. https://t.co/NqHgUPAih4 #DalWorkWell https://t.co/5Bi73aRCQM""}","{'date': '09/11/2017, 17:34:08', 'full_text': 'RT @dal_pgdean: Adelle Atkinson and Rhonda St. Croix getting ready for @DalMedSchool #CBD PGME faculty and staff development day https://t.…'}","{'date': '10/22/2018, 23:50:00', 'full_text': 'Our dining hall offers all-you-care-to-eat continuous dining services with a self serve pantry to make your own meals! Its pretty great IRL! Check it out for yourself this Saturday during #dalopenhouse https://t.co/TDB66IifWF https://t.co/HfZI3kPLDW'}","{'date': '08/17/2018, 16:46:02', 'full_text': 'RT @deborahhatchlaw: Truly admirable contributions. And good for @SchulichLaw for recognizing this selfless and important work. https://t.c…'}"
1688,"{'date': '10/23/2017, 14:03:08', 'full_text': 'RT @MentalHealthNS: Mondays can be tough. Take time for yourself, meditate, focus on the present and find a reason to smile. #MotivationMon…'}","{'date': '09/09/2017, 19:16:56', 'full_text': ""If you can help one person. If you get that one thank you. It's worth it. Now is the time to go and help them - @RougeFatale \n#dalgivesback https://t.co/5ZwTXr8SPs""}","{'date': '10/22/2018, 17:43:10', 'full_text': 'RT @DalGradStudies: Today is the launch of our “Student Profiles” campaign! Each week, one of our incredible graduate students will be feat…'}","{'date': '08/17/2018, 14:02:22', 'full_text': ""KUDOS! Alumnus Mark Knox, QC (LLB '85) is the recipient of the 2018 Weldon Award for Unselfish Public Service. Read our website story about his accomplishments here: https://t.co/qyfBPXocvB #WeldonProud https://t.co/Y9a3SBxiQB""}"
1689,"{'date': '10/23/2017, 12:55:13', 'full_text': '#DalUnited campaign starts today! Watch our video &amp; check your email for personal online donation link. https://t.co/amo36N3Zqx @UWHalifax'}","{'date': '09/09/2017, 17:36:56', 'full_text': 'Ready to build the 1st World War Trench Exhibit w/ @ParksCanada_NS on Citadel #dalgivesback https://t.co/TOcniTyqZS'}","{'date': '10/22/2018, 15:06:50', 'full_text': 'RT @BSyliboy: Mi’kmaw word of the day:\n\nEjkujk (etch gooch) (pumpkin)\n\nHow do you say it in your language or a language you know?\n\n#mikmaww…'}","{'date': '08/17/2018, 11:30:03', 'full_text': 'RT @family_law_guy: @DalLSS @SchulichLaw Highly recommend getting an upper year buddy, there is some much to consider at law school, an UYB…'}"
1690,"{'date': '10/23/2017, 12:21:34', 'full_text': 'RT @DalLibraries: What an amazing project! #MikmaqHistoryMonth https://t.co/4Edxnm14IC'}","{'date': '09/09/2017, 17:12:04', 'full_text': 'Year 2 Med Sci Jastina &amp; twin Justin give back today -  Community Day! #dalgivesback #dalstudentlife https://t.co/2KnV4ex3Bt'}","{'date': '10/22/2018, 13:16:29', 'full_text': ""Find out what's happening on campus this week with Bailey Tarrant and Scott Palmer!  #DalThisWeek  #Aggies https://t.co/A2iFC78zfk""}","{'date': '08/17/2018, 11:29:44', 'full_text': 'RT @Dalnews: #OnThisDay in 1985, lightning caused a fire that destroyed the library in the Weldon (@SchulichLaw) Building. ⚡️ #Dal200 #DalA…'}"
1691,"{'date': '10/20/2017, 18:45:22', 'full_text': 'Lots of great events happening in HFX this weekend. https://t.co/82Yy39yek6 @hfxnovascotia'}","{'date': '09/09/2017, 15:50:13', 'full_text': 'Dal crew w/ @souls_harbour Mission Mart, providing emergency care for Haligonians in need https://t.co/DLKToal4hB'}","{'date': '10/22/2018, 13:14:32', 'full_text': 'RT @DalLibraries: Join Seeding Ideas, the seed library based in the MacRae Library on the @dalagriculture campus, at this symposium on Octo…'}","{'date': '08/17/2018, 11:29:30', 'full_text': ""We're excited to welcome Hannah to @SchulichLaw soon! #Halifax #lawschool #Dalhousie https://t.co/QFGWnWxVYI""}"
1692,"{'date': '10/20/2017, 17:45:28', 'full_text': 'Call for nominations for the University-wide Teaching Awards. Deadline is Jan 31, 2018. Details here. https://t.co/cdCsS3Jb5E'}","{'date': '09/09/2017, 15:46:07', 'full_text': 'First stop: @souls_harbour https://t.co/a3oyQgmTfD'}","{'date': '10/22/2018, 12:44:50', 'full_text': 'RT @Dalnews: Rick Hansen will be at #DalhousieU this Thursday, Oct. 25 for our final #Dal200 Belong Forum! Did you know that he won 15 spor…'}","{'date': '08/17/2018, 11:27:57', 'full_text': 'RT @IBA_Canada: The Indigenous Bar Association congratulates Dr. John Borrows and Professor Naiomi Metallic on being awarded the prestigiou…'}"
