,DalManagement,EventsAtDal,DalPres
48,"{'date': '11/02/2019, 13:25:05', 'full_text': 'SRES professor Tony Walker on what Alberta needs to consider in its plan to conserve and manage free-roaming horse populations. https://t.co/eyzlGn28HA'}","{'date': '08/01/2017, 15:45:50', 'full_text': 'Alyshia, our Associate Team Leader, shares thoughts about her love for @Dalnews and @VoiceofTourism: https://t.co/DgalsjQyVi https://t.co/9UA6asDszB'}","{'date': '12/15/2019, 12:40:08', 'full_text': '@Caterina @cooperhewitt @PachamamaOrg @ProjectDrawdown @eden_reforest @WWF @ProjectDrawdown for sure!'}"
49,"{'date': '10/29/2019, 12:58:37', 'full_text': 'RT @Hunter_dal: Today @DalManagement -Room 1020, 12:00-1:30\nThe event is free, open to the public, live-streamed on Facebook @DalhousieSPA…'}","{'date': '07/28/2017, 23:29:24', 'full_text': 'Coming downtown this weekend for the #RDV2017 tall ships? Reminder: general parking at Dal is free (until 1:30am): https://t.co/vUW0wheM0c https://t.co/wDfKY9lU4G'}","{'date': '12/15/2019, 12:29:36', 'full_text': 'And we look forward to seeing you! Safe and peaceful holidays to you. https://t.co/0nuERZhQiX'}"
50,"{'date': '10/29/2019, 12:58:03', 'full_text': 'RT @dalcssd: A reminder: next Monday @DalhousieU @DalUClub is our panel event on President Obama’s foreign policy legacy feat @RFinbow , @A…'}","{'date': '07/28/2017, 18:14:00', 'full_text': 'Our sales team had a great time with @meethalifax partners and amazing clients last weekend at @DinerEnBlancHal #EventsAtDal https://t.co/83yRHOvQsu'}","{'date': '12/09/2019, 14:16:15', 'full_text': ""RT @DalhousieU: Grab your friends and family, and join us for #DalhousieU's Annual Carol Sing! 🎼 We'll be belting out classic Christmas car…""}"
51,"{'date': '10/29/2019, 12:57:42', 'full_text': 'RT @DalVPR: #DalProud of @michael_smit on receiving the @DalhousieU Senate Lloyd Fraser Award for Leadership. @DalManagement @vivianhoward…'}","{'date': '07/28/2017, 15:48:20', 'full_text': 'Best of luck to all @DalTigers athletes and coaches at the @2017CanadaGames: https://t.co/YiORC7pIgE https://t.co/kyxpJ2sUTJ'}","{'date': '12/08/2019, 14:20:23', 'full_text': 'A beautiful and moving tribute to lives gone too soon. https://t.co/e4fMu8AEHD https://t.co/Aj3p7y4Okj'}"
52,"{'date': '10/29/2019, 12:57:27', 'full_text': 'RT @SusanBrousseau: @michael_smit receiving @DalhousieU  Senate’s Lloyd Fraser Award for Outstanding Leadership from past Senate Chair Lloy…'}","{'date': '07/27/2017, 23:52:53', 'full_text': 'We ❤️ having @ShadDalhousie with us on campus each year! @SHADnetwork #SHAD2017 https://t.co/ke38KBWfrK'}","{'date': '12/06/2019, 18:47:09', 'full_text': 'RT @workatdal: Today is the last day of the #DalBeCounted Census campaign, but you can complete the Census anytime of the year. It is open…'}"
53,"{'date': '10/28/2019, 15:49:13', 'full_text': 'RT @nkiepek: We are still looking for lots of participants! If you are a students/faculty/staff at a NS university, or a #pharmacist #nurse…'}","{'date': '07/19/2017, 12:15:36', 'full_text': 'A great highlight of our amazing @dalagriculture food services team: https://t.co/abR3eFm1Al https://t.co/EoNpfyOWZJ'}","{'date': '12/06/2019, 17:24:13', 'full_text': 'RT @SenatorWanda: This is wonderful news! Welcome back to Dal @scottbrison Congratulations @DalPres https://t.co/nJyyJM8c63'}"
54,"{'date': '10/24/2019, 15:03:08', 'full_text': 'RT @DalhousieU: Celebrate African-Nova Scotian entrepreneurs at the Black Business Initiative’s InMotion pitch competition. On October 24th…'}","{'date': '07/17/2017, 12:08:57', 'full_text': 'RT @meethalifax: A warm #Halifax welcome to all attending the #CAIMS Annual Meeting @EventsAtDal https://t.co/H5qwFACC1n'}","{'date': '12/06/2019, 14:29:31', 'full_text': 'RT @DalhousieU: Today, on the National Day of Remembrance and Action on Violence Against Women, we remember those lives lost 30 years ago a…'}"
55,"{'date': '10/24/2019, 14:47:21', 'full_text': 'RT @dalethics: Volunteers needed for the 2019 @scotiabank Ethics in Action Case Competition on the 23rd of November! Join us to get involve…'}","{'date': '07/11/2017, 13:43:07', 'full_text': 'Starting tomorrow, #DalhousieU will be collecting food for @feednovascotia in both #Halifax and #Truro: https://t.co/DijnO9KwFF https://t.co/rjyRsM8ohF'}","{'date': '12/05/2019, 20:17:16', 'full_text': 'Celebrating the season with @DalhousieESL! Thank you for the fantastic holiday party! https://t.co/tEGtaYsG38'}"
56,"{'date': '10/22/2019, 16:10:29', 'full_text': ""RT @DalMIPP: We're live!\nMeeting the Housing Needs of Older LGBTQ2S+ Canadians \n\nTune into the panel discussion now!\n\nhttps://t.co/1zV98NYE…""}","{'date': '07/07/2017, 14:23:45', 'full_text': 'The countdown is on. Only a few hours to go until we welcome @SteubenvilleATC to #DalhousieU! https://t.co/ly0b1USKxc'}","{'date': '12/05/2019, 20:15:05', 'full_text': 'Wow! Congratulations! https://t.co/rv5LFWUYmm'}"
57,"{'date': '10/22/2019, 13:00:54', 'full_text': 'RT @Dal_Alumni: The Hon. Louise Arbour, @UN Special Representative for International Migration, to receive @dalethics leadership award at g…'}","{'date': '07/06/2017, 15:36:40', 'full_text': '@DalOfficeSust @SteubenvilleATC #SteubenvilleATC attendees are in luck - everyone will be getting a #Dal200 water bottle this weekend! https://t.co/nemoCYycP9'}","{'date': '12/05/2019, 03:33:41', 'full_text': '@DalVPR Such a great choice!'}"
58,"{'date': '10/22/2019, 13:00:01', 'full_text': 'RT @Hunter_dal: “Governments that want to build more sustainable road networks may need to change their administrative processes... Christi…'}","{'date': '07/06/2017, 13:03:06', 'full_text': 'Ready to keep @SteubenvilleATC attendees hydrated this weekend in a refreshing + sustainable way! @DalOfficeSust #SteubenvilleATC https://t.co/1JwoLq45Wz'}","{'date': '12/05/2019, 03:30:11', 'full_text': 'Extra special welcome to our new Dalhousie Chancellor today! So glad to work with you @scottbrison. Looking forward to the next years! https://t.co/BwT0QgFKkk'}"
59,"{'date': '10/21/2019, 19:41:14', 'full_text': 'RT @DalhousieU: A group of high-school students from @SacredHeartHfx recently had the opportunity to visit the @dalideahub and learn how an…'}","{'date': '06/30/2017, 19:20:04', 'full_text': ""A quick reminder that our offices are closed until Tuesday morning. Enjoy this weekend's #Canada150 celebrations in #Halifax and #Truro! https://t.co/EKqSN6Gm9e""}","{'date': '12/04/2019, 23:02:37', 'full_text': 'RT @Dal_Alumni: “You are empowering our students, strengthening research, and making a difference in our community.” @DalPres https://t.co/…'}"
60,"{'date': '10/21/2019, 19:40:45', 'full_text': 'RT @DalFoMAlumni: Excited to see two @DalManagement alumni on this list: Nick Stoddard (BMgmt) and Duane Jones (MIM). Good luck to all fina…'}","{'date': '06/27/2017, 00:07:05', 'full_text': 'RT @ChildSoldiers: On July 5th @romeodallaire and Jon Somer will be at @hfxpublib Central for our first @WoundWarriorCA #VTECS lecture http…'}","{'date': '12/04/2019, 13:38:39', 'full_text': ""RT @workatdal: Just three days left of the #DalhousieU Census campaign! It will run until Dec 6. There are new questions this year, so we'r…""}"
61,"{'date': '10/21/2019, 19:34:09', 'full_text': 'RT @Dal_Alumni: Discussing the housing issues facing older #LGBTQ2s + populations re: new CMHC Nat’l Housing Strategy. Tues, Oct 22 on camp…'}","{'date': '06/26/2017, 20:39:53', 'full_text': ""Shirreff Hall, #DalhousieU's premier seasonal wedding venue, has only limited 2018 dates left: https://t.co/Vv9ybhxSWz #DalWeddings https://t.co/lJbHswwcj4""}","{'date': '12/03/2019, 20:26:33', 'full_text': 'Pleased to have Hon. @MarkFurey1 at #DalhousieU this morning to announce requirements for public sector bodies as part of our shared commitment to achieving accessibility on our campuses. https://t.co/2HNw1WNJgD'}"
62,"{'date': '10/18/2019, 19:16:04', 'full_text': 'RT @Dal_Alumni: .@DalManagement will present the 2019 @scotiabank Ethical Leadership Award to the Hon. Louise Arbour, former UN High Commis…'}","{'date': '06/20/2017, 12:49:20', 'full_text': 'RT @meethalifax: A warm #Halifax welcome to delegates of #STLHE17 @STLHESAPES @EventsAtDal @smuhalifax https://t.co/8DLRC7TLvz'}","{'date': '12/03/2019, 19:45:17', 'full_text': 'Another semester almost finished! Wishing all #DalhousieU students a happy last day of classes and best of luck during the exam period. You can do this!'}"
63,"{'date': '10/18/2019, 14:00:03', 'full_text': 'Help the International Centre give a warm welcome to new and returning international students and their families. They’re collecting gently used winter clothing until October 31. \nhttps://t.co/mmGshNso3x https://t.co/531ggSEIoH'}","{'date': '06/14/2017, 02:41:16', 'full_text': ""Our sales team was on hand this evening for @MPIAtlantic's 5th annual gala and award ceremony. Congratulations to all nominated! #MPIMeets https://t.co/sg1EP45sOB""}","{'date': '12/03/2019, 19:16:28', 'full_text': 'Wonderful to connect with Facilities Management staff from across our four campuses today at the annual FM appreciation luncheon. Huge thank you for all you do to make our buildings, classrooms, labs and study space modern, clean, safe and welcoming! https://t.co/s8Mqzo4Gou'}"
64,"{'date': '10/17/2019, 18:25:09', 'full_text': 'Support from our donors gives School of Public Administration students opportunities to participate in case competitions and other experiential learning opportunities. https://t.co/u6QdjvKbKg https://t.co/p2ryjEXrDp'}","{'date': '06/08/2017, 16:18:28', 'full_text': 'RT @BeckyJTucker: Lyle Quinn from @EventsAtDal is sharing how to plan an event efficiently &amp; effectively at @DalDPMG #2017DPMG https://t.co…'}","{'date': '12/03/2019, 18:53:52', 'full_text': 'Though current @DalChancellor Hon. Anne McLellan will be greatly missed, this is wonderful news for the #DalhousieU community. @scottbrison is a respected and accomplished leader, and we are extremely pleased to have his counsel and support in the years to come. https://t.co/qDCeaH8Gf4'}"
65,"{'date': '10/17/2019, 18:01:54', 'full_text': 'RT @michael_smit: Congratulations to our latest Killam Scholar in @dalsimnews  @DalManagement, Robin Parker! Robin, a librarian with @DalLi…'}","{'date': '06/07/2017, 21:02:00', 'full_text': 'Our Sales Manager, Natalie Gibbs, is in #Ottawa and ready to spread some #EastCoast hospitality! @meethalifax https://t.co/Ws9ffmLkhj'}","{'date': '12/03/2019, 18:17:39', 'full_text': 'RT @DalhousieU: It’s #GivingTuesday, a day when people come together through the power of giving. Last year, thanks to generous #DalhousieU…'}"
66,"{'date': '10/17/2019, 12:24:17', 'full_text': 'With every step, you are making a difference in the fight against #bloodcancer. Help the Dalhousie Management Society to #LightTheNight by donating to their fundraising efforts! \nhttps://t.co/KngQVvjfhR'}","{'date': '06/05/2017, 11:55:28', 'full_text': ""RT @meethalifax: #Halifax welcomes delegates of CASFAA 2017 @EventsAtDal - hope you're having a fantastic conference! https://t.co/PyeJhMl7…""}","{'date': '12/03/2019, 13:25:47', 'full_text': 'RT @DalVPR: Tune in!  It will be a great conversation #DalProud of @DalWaterProf @DalPres @DalEngineering https://t.co/cWHYKnX3Mz'}"
67,"{'date': '10/16/2019, 14:52:36', 'full_text': ""We're still reliving this moment! https://t.co/DHmkmZSbv1""}","{'date': '05/29/2017, 13:10:54', 'full_text': ""It's #TourismWeek and our staff are excited to celebrate: https://t.co/yYI1ZLHmM8 #TourismMatters https://t.co/qiPjwOusYo""}","{'date': '12/02/2019, 20:17:03', 'full_text': 'All are invited to the annual #DalhousieU Carol Sing on Thursday, December 19 from 12-1:30 p.m. in the Sculpture Court at the @DalArtsCentre. I hope to see you there! https://t.co/ZdB3E2uX7C'}"
68,"{'date': '10/16/2019, 14:46:47', 'full_text': 'Your gift to the School of Information Management helps us increase the use of digital technologies in our coursework. https://t.co/MFwSJtjlQp https://t.co/rdniYFzssE'}","{'date': '05/24/2017, 13:51:12', 'full_text': ""RT @FusionHalifax: Don't think weekend conferences should cost a min. of $300? 🤔 We don't either 👇\n\nJoin us June 10 &amp; 11 for #ALF2017 🚀 htt…""}","{'date': '12/02/2019, 19:45:35', 'full_text': ""RT @workatdal: The #DalhousieU Census campaign will run until this Fri. Dec 6, but you can complete the census any time. It's open to all f…""}"
69,"{'date': '10/16/2019, 13:31:38', 'full_text': 'RT @scharleb: Dalhousie University Agri-Food Analytics Lab to partner with Angus Reid to help improve food security. https://t.co/HVSVgXgR9…'}","{'date': '05/17/2017, 18:17:55', 'full_text': ""We're busy getting ready for our first wedding of this season, happening on Saturday! #DalWeddings https://t.co/KUOHt432w2""}","{'date': '11/28/2019, 20:38:53', 'full_text': 'RT @DalhousieU: Read our Q&amp;A with Interim President Teri Balser as she works with #DalhousieU’s Budget Advisory Committee to engage the uni…'}"
70,"{'date': '10/16/2019, 13:30:49', 'full_text': 'RT @noraallen2018: So excited for this opportunity! Thanks @AdmiraltyMuseum!\n@DalManagement @DalhousieSPA https://t.co/STjY0ShpFo'}","{'date': '05/15/2017, 18:45:00', 'full_text': 'Did you know that Shirreff Hall at #DalhousieU is our premier seasonal wedding venue, from May through August? https://t.co/Vv9ybhxSWz https://t.co/HAmrd0PaNz'}","{'date': '11/26/2019, 13:42:04', 'full_text': 'Congratulations to Isabelle and the entire @ukings community on this significant achievement! https://t.co/OAl7vxlee1'}"
71,"{'date': '10/15/2019, 15:50:04', 'full_text': 'RT @dalethics: Hope everyone had a happy thanksgiving! Join us at the 2019 @scotiabank Ethics in Action Case Competition to solve a real-wo…'}","{'date': '05/12/2017, 12:19:57', 'full_text': 'Congratulations to all @dalagriculture graduates today! #DalProud #DalAlumni https://t.co/QFCuJP1QZU'}","{'date': '11/25/2019, 15:05:47', 'full_text': 'RT @workatdal: Today is the kick-off to the annual #DalBeCounted Census campaign that will run Nov 25 - Dec 6. There are new questions this…'}"
72,"{'date': '10/15/2019, 12:21:23', 'full_text': 'Today at noon! Experts gather in Halifax for public discussion on climate change adaptation https://t.co/SpIH8soXue'}","{'date': '05/11/2017, 16:36:09', 'full_text': 'RT @Dalnews: #DalhousieU Ancillary Services is eagerly anticipating #Dal200 celebrations @DalBookstore @DalResidence @EventsAtDal https://t…'}","{'date': '11/22/2019, 18:30:39', 'full_text': 'RT @DalHRES: We’ll see you at tomorrow’s event being hosted by @DalOut. All members of the #DalhousieU community and the broader public are…'}"
73,"{'date': '10/15/2019, 12:20:11', 'full_text': 'Gifts from alumni offer experiential learning opportunities for our School for Resource and Environmental Studies students. They also help relieve financial burdens, letting students focus on their studies. https://t.co/CKjdgPvgPJ https://t.co/FGbzOJ5QPE'}","{'date': '05/03/2017, 13:54:46', 'full_text': 'Weddings in Shirreff Hall - dates in 2018 are still available: https://t.co/Vv9ybhxSWz #DalWeddings https://t.co/57WfkBOTVe'}","{'date': '11/21/2019, 14:39:42', 'full_text': 'RT @DalVPR: #DalProud of @DrCChambers on this incredible recognition of all your hard work. @DalhousieU @IWKHealthCentre @DalMedDean @DalSc…'}"
74,"{'date': '10/15/2019, 12:19:41', 'full_text': 'RT @infomorning: When we saw the video of his convocation, we had to ask Baron Longley to come on the show. Go to timecode 56:23 @DalManage…'}","{'date': '04/13/2017, 10:50:18', 'full_text': 'Spring is slowly but surely making its way to campus in #Halifax! 🌺☀️ https://t.co/PmJkKIDEsp'}","{'date': '11/20/2019, 21:02:29', 'full_text': 'RT @DAL_FASS: Tomorrow! Join us @DalhousieU for public panel event featuring distinguished delegates from the 11th Halifax International Se…'}"
