,DalArtsCentre,Dal_CSS,DalIntcentre
48,"{'date': '12/10/2019, 18:28:49', 'full_text': 'RT @DalhousieU: The #DalhousieU Art Gallery’s annual showcase of staff, faculty and alumni work has taken a more artistically diverse tone…'}","{'date': '10/23/2017, 13:14:42', 'full_text': '@Sarahcnszlm @dalfcs Meet in the LC!'}","{'date': '10/31/2019, 22:03:18', 'full_text': 'RT @DalVPR: 🇨🇦 will benefit from your wisdom Anne! @DalChancellor https://t.co/Lpmk3z1zdT'}"
49,"{'date': '12/09/2019, 17:51:36', 'full_text': 'RT @MarloShinyei: Come to HR for a hug from Buddy and take an Elfie Selfie for $1 (all proceeds to the United Way)! #DalUnited @workatdal h…'}","{'date': '10/23/2017, 12:18:13', 'full_text': ""If you're an undergrad @dalfcs student, let us buy your morning coffee! You'll also be able to talk to our president. (first reply only)""}","{'date': '10/31/2019, 22:02:56', 'full_text': 'RT @_dalsha: Happy Halloween 🎃 We witch you all a spooky night! 👻 #DalSHA #DalhousieU @DalHealth @DalhousieU https://t.co/inPhWaQffG'}"
50,"{'date': '12/09/2019, 14:58:29', 'full_text': 'There are still a handful of tickets to The Jim Cuddy Band in the Rebecca Cohn Auditorium on January 17, presented by @LiveNation and @evenko! To purchase: https://t.co/gqPE5JKgNE #Halifax https://t.co/AACvrH88aX'}","{'date': '10/21/2017, 12:30:30', 'full_text': ""RT @Dalnews: It's #DalOpenHouse on our #Halifax campus. We're getting ready to welcome all our soon-to-be Dal students &amp; their families. Se…""}","{'date': '10/27/2019, 20:39:42', 'full_text': 'We’re ready for pumpkin carving on October 29th. Thanks very much to the soccer players who helped me carry them from my car to the International Centre! https://t.co/dgtrVhc472'}"
51,"{'date': '12/09/2019, 14:46:32', 'full_text': 'RT @SymphonyNS: Will you be at any of our Nutcracker performances? Stop by our new photobooth! Snap some pics and post your faves on Facebo…'}","{'date': '10/20/2017, 11:56:08', 'full_text': 'RT @dalfcs: 5 reasons to come out to our Open House session: https://t.co/UYrWPiGm6A'}","{'date': '10/27/2019, 13:55:07', 'full_text': '@Dean_S_Martin Hi Dean. Where are you headed?'}"
52,"{'date': '12/09/2019, 14:17:41', 'full_text': 'We look forward to this event every year! Join us in the Sculpture Court on December 19 at 12pm and bring your singing voice! https://t.co/kQOdHfjvJF'}","{'date': '10/16/2017, 12:11:16', 'full_text': 'RT @dalfcs: Plagiarism workshop this Friday! Make sure to cite this tweet 🤓 https://t.co/5MZvrB4hv8'}","{'date': '10/26/2019, 20:40:18', 'full_text': 'RT @DalStudentLife: @DalIntcentre is collecting gently used winter clothing to give a warm welcome to new and returning international stude…'}"
53,"{'date': '12/07/2019, 20:21:37', 'full_text': 'Traffic is *less than ideal* this weekend, #Halifax! Give yourself lots of time to get where you are going, including to @SymphonyNS’ The Nutcracker on Sunday. We would list the areas to avoid but it seems like there are many. https://t.co/5Xv4mSY1FU'}","{'date': '10/13/2017, 22:06:40', 'full_text': ""Free cupcakes at Homecoming Geek Beer. Get here before they're gone! https://t.co/3ZLuNKor5m""}","{'date': '10/26/2019, 20:34:36', 'full_text': 'RT @100WomenHalifax: ""You can\'t live a perfect day until you do something for someone who will never be able to repay you."" - John Wooden…'}"
54,"{'date': '12/06/2019, 18:28:22', 'full_text': 'RT @HalifaxReTales: Hey you \nYeah you \nYou know should be studying \nFor this awaits https://t.co/pBYAANW0Ub'}","{'date': '10/10/2017, 11:57:38', 'full_text': 'RT @dalfcs: The @Dal_CSS  is putting on a homecoming Geek Beer this Friday the 13th. Play some games and relax with a @RaghavSampangi drink…'}","{'date': '10/25/2019, 22:18:06', 'full_text': 'RT @DrIvanJoseph: ""Whatever you hold in your mind on a consistent basis is exactly what you will experience in your life."" - Anthony Robbins'}"
55,"{'date': '12/06/2019, 18:27:05', 'full_text': ""Some fun facts about @SymphonyNS' The Nutcracker! Do you have your tickets to this popular annual holiday performance yet? To purchase: https://t.co/gqPE5JKgNE https://t.co/YhH7Bpht5D""}","{'date': '10/03/2017, 15:36:31', 'full_text': 'RT @dalfcs: Keeping Computer Science in the family (and faculty!)\nhttps://t.co/9LfV6fASbR'}","{'date': '10/17/2019, 00:08:25', 'full_text': 'RT @DalSecurity: Aziz just keeps popping up everywhere and he keeps great company too! Last week chilling with students at the @DalIntcentr…'}"
56,"{'date': '12/06/2019, 13:38:50', 'full_text': ""DON'T FORGET! Tickets to Bay City Rollers starring @LesMcKeownUK in the Rebecca Cohn Auditorium on March 4, presented by @BDiamondProd, go on sale today at noon! To purchase: https://t.co/gqPE5JKgNE #Halifax https://t.co/gNgV2NkUsj""}","{'date': '10/03/2017, 12:06:58', 'full_text': 'RT @dalfcs: Congratulations to our Class of 2017 graduating today! Welcome to the @Dal_Alumni family #DalGrad https://t.co/Te1WqEwzCX'}","{'date': '10/16/2019, 13:37:50', 'full_text': 'Come find out where in the world you can go at the Go Beyond Borders fair - we’re in the SUB - 2nd floor until 2:00! https://t.co/1S0HwQCFXJ'}"
57,"{'date': '12/05/2019, 18:55:41', 'full_text': ""RT @workatdal: Don't miss the opening of #DalhousieU 66th annual Student, Staff, Faculty &amp; Alumni Exhibition reception tonight, 5-7 p.m. Da…""}","{'date': '09/28/2017, 12:41:38', 'full_text': 'Travel scholarships are available for some awesome Canadian women in tech conferences. https://t.co/pFI1rMAMf0'}","{'date': '10/13/2019, 22:33:27', 'full_text': '@darthCoder268 @DalSecurity You’re very welcome!!'}"
58,"{'date': '12/05/2019, 18:14:35', 'full_text': 'Calling all fans of the #BeeGees! Bee Gees Gold: The Ultimate Bee Gees Tribute hits the Rebecca Cohn Auditorium stage on January 12, presented by @VaughnCoEnt! #Halifax https://t.co/6HiSoxWbJ4'}","{'date': '09/26/2017, 13:00:45', 'full_text': ""@AlphaDogGames We'd love to have you again to network and share some game dev expertise!""}","{'date': '10/13/2019, 01:10:47', 'full_text': '@DalSecurity Thank you for joining us!'}"
59,"{'date': '12/04/2019, 13:43:07', 'full_text': 'RT @DalArtGallery: Public Reception for Student, Staff, Faculty, and Alumni Exhibition - Thursday 5 December at 5 PM https://t.co/k37Pmpvdg…'}","{'date': '09/25/2017, 20:58:34', 'full_text': 'Game Jam announcement! Come on out and build a game. Interested in mentoring? @ us and let us know :). Updates via our Facebook event https://t.co/mQPHQNwjQV'}","{'date': '10/13/2019, 01:10:16', 'full_text': 'RT @DalSecurity: Aziz and Chelsie popped by the @DalIntcentre this afternoon to share a meal with students experiencing this holiday weeken…'}"
60,"{'date': '12/04/2019, 13:16:49', 'full_text': 'RT @DalhousieU: 🎵 Fa la la la la, lala, la, la 🎵 https://t.co/CN4IvyLDa7'}","{'date': '09/22/2017, 10:49:57', 'full_text': '@csiscanada  will be on campus September 25th. Great opportunity for @dalfcs students to network. https://t.co/xVnQQ0CIWO'}","{'date': '10/08/2019, 22:00:24', 'full_text': 'Students learning from students - absolutely awesome! https://t.co/YA2RUnVNHG'}"
61,"{'date': '12/03/2019, 19:46:58', 'full_text': 'Hear, hear! https://t.co/Yl7VIHZfbs'}","{'date': '09/21/2017, 13:06:31', 'full_text': 'RT @csiscanada: Hey Atlantic Canadians – we want to meet you! Find out when our next recruitment event will be in a nearby city https://t.c…'}","{'date': '10/08/2019, 21:50:09', 'full_text': 'Outgoing exchange students preparing for their winter semester international learning experiences. Thank you International Centre exchange team! https://t.co/WMtoxJmeaS'}"
62,"{'date': '12/03/2019, 19:42:35', 'full_text': 'RT @DalPres: Though current @DalChancellor Hon. Anne McLellan will be greatly missed, this is wonderful news for the #DalhousieU community.…'}","{'date': '09/20/2017, 21:07:46', 'full_text': 'RT @shiftkeylabs: Packed house for tonight’s workshop on #Git and #CommandLine (60+)! Thanks so much for the strong showing! @dalfcs https:…'}","{'date': '10/07/2019, 10:18:43', 'full_text': '@awan_shazia @CBCNews @CTVAtlantic Hi Shazia! You should be able to access it if you have VPN. I hope that works!'}"
63,"{'date': '12/03/2019, 14:33:55', 'full_text': 'RT @wendyphillipspr: Just Announced for #Halifax! The Bay City Rollers starring Les McKeown - the voice on all the original hits - are comi…'}","{'date': '09/20/2017, 21:07:11', 'full_text': ""@shiftkeylabs @dalfcs We're buried here somewhere! https://t.co/A3f7Cwtin9""}","{'date': '10/06/2019, 14:22:37', 'full_text': 'RT @DrIvanJoseph: Pay it forward this weekend. \n\n✔️Smile at someone\n✔️Mentor someone\n✔️Listen to someone\n✔️Forgive someone\n\n #leadwithposit…'}"
64,"{'date': '12/03/2019, 14:16:08', 'full_text': 'RT @DalPres: All are invited to the annual #DalhousieU Carol Sing on Thursday, December 19 from 12-1:30 p.m. in the Sculpture Court at the…'}","{'date': '09/16/2017, 17:43:28', 'full_text': 'Geek Girls is playing at Cineplex Cinemas Park Lane Sept. 20th at 4pm. Check it out! @DalWiTS https://t.co/6PJ8Bf4VsX'}","{'date': '10/06/2019, 00:17:14', 'full_text': 'EduNova Study and Stay students enjoying the sunset! So great to be spending time with these amazing students!  \u2066@EduNova_News\u2069 https://t.co/qN4EPgm8DI'}"
65,"{'date': '12/02/2019, 13:58:36', 'full_text': ""DON'T FORGET! Today is your last chance to take advantage of this flash fandom sale on tickets to the @MinipopKids Bright Lights Tour stop in the Rebecca Cohn Auditorium on February 29 at 2:00pm and 6:00pm. To purchase: https://t.co/gqPE5JKgNE #Halifax https://t.co/qmKX0239eF""}","{'date': '09/16/2017, 17:42:09', 'full_text': ""RT @theTrendyTechie: SO MANY excellent ideas at #HacktheNorth! I'm mighty impressed by our hackers. Anyone have bot questions? Tweet me any…""}","{'date': '10/05/2019, 23:24:02', 'full_text': 'It’s karaoke night at the EduNova Study and Stay retreat! \u2066@EduNova_News\u2069 https://t.co/DUWQxSZPln'}"
66,"{'date': '11/29/2019, 19:47:31', 'full_text': ""RT @SymphonyNS: Christmas with @HeatherRankinMe and Friends begins today! We can't wait to share it with you this weekend 🎄\nWill you be at…""}","{'date': '09/13/2017, 18:35:25', 'full_text': 'Our first Geek Beer of the term is this Friday! Come on out for drinks and games. (19+) https://t.co/3IcQG3DDBf'}","{'date': '09/29/2019, 00:28:15', 'full_text': 'Loving Dal After Dark’s Silent Disco energy at the International Centre! \u2066@DalAfterDark\u2069 \u2066@DalStudentLife\u2069 https://t.co/prAKJzMykT'}"
67,"{'date': '11/29/2019, 16:15:04', 'full_text': 'FLASH FANDOM SALE: Calling all #Halifax fans of @MinipopKids! There are a limited amount of tix available at 15% off for their shows here on Feb. 29 at 2pm and 6pm (excluding VIP)! To take advantage of this sale, use the promotional code MPKSALES https://t.co/XDwO9cL0Jl'}","{'date': '09/12/2017, 21:34:40', 'full_text': 'Our first meeting of the semester is today at 8pm in room 211 of the Goldberg. Come on out and grab some timbits! https://t.co/SWUna7kysx'}","{'date': '09/28/2019, 22:52:37', 'full_text': 'Dancin’ the night away at the Silent Disco. Join us at the International Centre! Dal After Dark is awesome! \u2066@DalAfterDark\u2069 https://t.co/jPwwdKml0e'}"
68,"{'date': '11/28/2019, 14:09:07', 'full_text': ""Well, we know what we're buying and wearing to the show... Catch the @BarraMacNeils in the Rebecca Cohn Auditorium on December 22 at 3:00pm &amp; 7:30pm (because why wouldn't you come to both shows, #Halifax!) for An East Coast Christmas. To purchase: https://t.co/gqPE5JKgNE https://t.co/yzmPG2nB9e""}","{'date': '09/12/2017, 15:11:50', 'full_text': 'Apple live stream event today in @shiftkeylabs! https://t.co/mggB4WmNVr'}","{'date': '09/28/2019, 21:19:15', 'full_text': 'The games are wrapping up to get ready for the Silent Disco! And we’ll have more pizza soon! Dal After Dark is awesome! \u2066@DalAfterDark\u2069 https://t.co/4MWsdzhAvi'}"
69,"{'date': '11/27/2019, 20:26:10', 'full_text': 'RT @ENNISmusic: Christmas with the Ennis Sisters TONIGHT @DalArtsCentre! Show starts at 8pm. Still a few tickets left. https://t.co/0KUoh5z…'}","{'date': '09/10/2017, 03:46:10', 'full_text': ""@dalrusn we'd love to do another joint event :)""}","{'date': '09/26/2019, 14:35:36', 'full_text': 'RT @DalPres: In New Brunswick today for Association of Atlantic Universities President meeting, but absolutely wearing pink for @DalhousieU…'}"
70,"{'date': '11/27/2019, 19:42:31', 'full_text': 'RT @DalhousieU: Members of the #DalhousieU community dropped by the Arts Centre last week for a look at its expansion and renewal project s…'}","{'date': '09/10/2017, 03:44:33', 'full_text': '@southhousehali potential Queers &amp; Beers joint event??'}","{'date': '09/25/2019, 22:16:17', 'full_text': 'RT @univcan: New Canadians Mohammed &amp; Fatimah enrolled in engineering &amp; health promotion at @DalhousieU to follow their passions, improve t…'}"
71,"{'date': '11/27/2019, 17:58:09', 'full_text': 'RT @DalHealth: Give the gift of giving this holiday season!\n\nHelp support our @DalhousieU community by donating to the @FoodBankatDSU.\n\nDec…'}","{'date': '09/09/2017, 22:26:12', 'full_text': 'Fall Geek Beers are in planning! First one should be announced soon. #excited #eventWithUs https://t.co/r2TX7WOkzs'}","{'date': '09/23/2019, 09:38:07', 'full_text': ""RT @DalhousieU: The first day of fall is tomorrow (we know, it's hard to believe!) and that means we're just a few weeks away from @Nocturn…""}"
72,"{'date': '11/27/2019, 15:01:29', 'full_text': '#Halifax! Get your holiday spirit flowing this evening by joining us in the Rebecca Cohn Auditorium for Christmas with The Ennis Sisters (@ENNISmusic), presented by @SonicConcerts. https://t.co/B1yONBbqhE'}","{'date': '09/08/2017, 16:19:21', 'full_text': 'Triviaaaa https://t.co/a1v11e1nV2'}","{'date': '09/19/2019, 15:21:23', 'full_text': 'Where in the world will you go! Visit the International Centre Exchange table at the Dalhousie Volunteer Expo! https://t.co/Hjsi4Y8DSi'}"
73,"{'date': '11/26/2019, 19:29:09', 'full_text': 'RT @RCN_MARLANT: The #StadBand and guest vocalists Liz Rigney &amp; Linda Carvery entertained audiences with holiday tunes🎶 getting them into t…'}","{'date': '09/07/2017, 18:59:27', 'full_text': 'All CRs and society council members can get their work on their CCR! #neat https://t.co/OqWRdrMt0Z'}","{'date': '09/19/2019, 15:19:14', 'full_text': 'Come say hello to the International Centre team at the Dalhousie Volunteer Expo! https://t.co/S1IaguQOJ1'}"
74,"{'date': '11/26/2019, 19:29:01', 'full_text': ""RT @DAL_FASS: Starting tonight until Nov 30 @FSPADal's stage production of The Women of Troy @DalArtsCentre Sir James Dunn Theatre, with ni…""}","{'date': '09/05/2017, 12:25:37', 'full_text': 'Attention first year undergraduate @dalfcs students, orientation at 11:30 in the goldberg! Last one there is a flipped bit 🤓 https://t.co/a9yZtTHDMA'}","{'date': '09/16/2019, 18:44:48', 'full_text': 'Learn about volunteer and employment opportunities at the Dal On Campus Career Fair! \u2066@DalCCR\u2069 \u2066@DalhousieU\u2069 https://t.co/uW7ndZd07M'}"
75,"{'date': '11/26/2019, 13:52:59', 'full_text': 'How the magic happens behind the scenes at @SymphonyNS performances of The Nutcracker! https://t.co/FqRVQSLMEY'}","{'date': '08/30/2017, 16:45:33', 'full_text': 'RT @CompChimera: #Halifax #development opportunity: @Affinio is looking for a backend dev https://t.co/BwlAGteEey'}","{'date': '09/13/2019, 22:13:49', 'full_text': 'Friday nights at the International Centre are wonderful - games, good food and fun. Thank you Cal and Sharon and family and Dal After Dark! \u2066@yhpruMJaihtnyC\u2069 \u2066@DalhousieU\u2069 \u2066@DalAfterDark\u2069 \u2066 https://t.co/tOBcbb6nzH'}"
76,"{'date': '11/25/2019, 17:23:17', 'full_text': 'Please contact our Box Office for information on refunds if you purchased tickets to this performance. https://t.co/yjX3qJhXmk https://t.co/Fu8MlgCy2s'}","{'date': '08/25/2017, 00:00:02', 'full_text': ""RT @DalCSGS: We're throwing a couple of soccer games as part of our Fall term warm-up! C'mon down to the Wickwire Field on Sat.26 @ 10am! h…""}","{'date': '09/10/2019, 21:18:55', 'full_text': 'Lots of Dal students interested in the Atlantic Canada Study and Stay program. Thank you for thinking about making Nova Scotia your home! \u2066@EduNova_News\u2069 \u2066@DalhousieU\u2069 https://t.co/zbgd2T0LW7'}"
